municipality,equipment_id,equipment_name,procurement_category,requirement_score,is_needed,required_quantity
Pune,E110,Electric Cable Locator,Electrical,33.27,1,7
Pune,E111,Underground Fault Detector,Electrical,33.27,1,7
Pune,E112,Portable Tower Light,Electrical,6.72,0,0
Pune,E113,Smart Street Light Controller,Electrical,22.78,1,10
Pune,E114,Electrical Maintenance Van,Electrical,19.55,1,4
Pune,E115,Portable Solar Lighting Unit,Electrical,12.24,1,8
Pune,E116,Mobile Repair Van,Electrical,33.07,1,8
Pune,E117,Voltage Monitoring Device,Electrical,19.55,1,7
Pune,E118,Underground Cable Repair Kit,Electrical,33.27,1,7
Pune,E119,Portable Battery Backup Unit,Electrical,14.0,1,8
Pune,E120,Smart Utility Monitoring Console,Electrical,59.14,1,6
Pune,E121,Portable Toilet Unit,Sanitation,23.78,1,7
Pune,E122,Mobile Toilet Van,Sanitation,33.44,1,11
Pune,E123,Public Toilet Cleaning Machine,Sanitation,33.58,1,9
Pune,E124,High Pressure Washer,Sanitation,53.29,1,9
Pune,E125,Disinfection Sprayer Unit,Sanitation,33.44,1,10
Pune,E126,Fogging Machine,Sanitation,33.05,1,8
Pune,E127,Portable Cleaning Cart,Sanitation,43.22,1,7
Pune,E128,Manual Cleaning Trolley,Sanitation,43.22,1,9
Pune,E129,Portable Hand Wash Station,Sanitation,23.78,1,9
Pune,E130,Sanitary Waste Disposal Unit,Sanitation,58.17,1,10
Pune,E131,Portable Urinal Unit,Sanitation,23.78,1,10
Pune,E132,Public Washroom Maintenance Vehicle,Sanitation,33.58,1,9
Pune,E133,Drain Disinfection Unit,Sanitation,25.12,1,9
Pune,E134,Portable Steam Cleaning Machine,Sanitation,23.78,1,10
Pune,E135,Street Disinfection Vehicle,Sanitation,42.41,1,9
Pune,E136,Biohazard Disposal Container,Sanitation,62.49,1,11
Pune,E137,Portable Sanitation Kiosk,Sanitation,23.78,1,7
Pune,E138,Municipal Cleaning Utility Vehicle,Sanitation,53.29,1,9
Pune,E139,Fire Tender Vehicle,Emergency,50.98,1,3
Pune,E140,Portable Rescue Boat,Emergency,13.77,1,3
Pune,E141,Emergency Communication Van,Emergency,26.17,1,4
Pune,E142,Portable Medical Response Unit,Emergency,26.17,1,5
Pune,E143,Emergency Water Pump,Emergency,15.44,1,9
Pune,E144,Debris Removal Loader,Emergency,48.66,1,7
Pune,E145,Portable Lighting Tower,Emergency,7.56,0,0
Pune,E146,Emergency Generator Unit,Emergency,19.96,1,9
Pune,E147,Portable Emergency Shelter Unit,Emergency,13.77,1,6
Pune,E148,Hydraulic Rescue Cutter,Emergency,7.56,0,0
Pune,E149,Emergency Evacuation Vehicle,Emergency,41.38,1,6
Pune,E150,Portable Public Warning System,Emergency,17.98,1,7
Pune,E151,Flood Monitoring Sensor,Emergency,15.44,1,7
Pune,E152,Emergency Drone Surveillance Unit,Emergency,41.08,1,6
Pune,E153,Portable Life Support Kit,Emergency,17.98,1,10
Pune,E154,Disaster Recovery Crane,Emergency,48.66,1,4
Pune,E155,Emergency Ambulance Van,Emergency,41.38,1,4
Pune,E156,Portable Command Center Unit,Emergency,26.17,1,7
Pune,E157,Rapid Response Vehicle,Emergency,41.38,1,4
Pune,E158,Emergency Traffic Diversion Unit,Emergency,33.19,1,8
Pune,E159,Portable Search Light Unit,Emergency,7.56,0,0
Pune,E160,Disaster Supply Transport Vehicle,Emergency,41.38,1,4
Pune,E161,Sewage Treatment Plant Pump,Specialized,4.62,0,0
Pune,E162,Portable Laboratory Testing Unit,Specialized,30.67,1,7
Pune,E163,Air Quality Monitoring Station,Specialized,16.97,0,0
Pune,E164,Noise Pollution Monitoring Unit,Specialized,13.7,0,0
Pune,E165,Construction Debris Crusher,Specialized,16.92,0,0
Pune,E166,Smart Parking Monitoring Unit,Specialized,9.97,0,0
Pune,E167,Municipal Survey Drone,Specialized,29.14,1,5
Pune,E168,GIS Mapping Workstation,Specialized,26.2,1,4
Pune,E169,Portable Air Compressor,Specialized,12.92,0,0
Pune,E170,Industrial Pollution Response Unit,Specialized,3.73,0,0
Pune,E171,Smart Civic Monitoring Console,Specialized,22.14,1,3
Pune,E172,Portable Municipal Command Vehicle,Specialized,22.14,1,4
Pune,E173,Integrated Utility Maintenance Vehicle,Specialized,42.79,1,6
Surat,E001,Garbage Compactor Truck,SWM,56.03,1,5
Surat,E002,Mini Garbage Tipper,SWM,56.03,1,11
Surat,E003,Refuse Collector Vehicle,SWM,56.03,1,7
Surat,E004,Portable Waste Compactor,SWM,56.03,1,8
Surat,E005,Mechanical Road Sweeper,SWM,35.87,1,7
Surat,E006,Vacuum Road Sweeper,SWM,35.87,1,5
Surat,E007,Dumper Placer Vehicle,SWM,56.03,1,7
Surat,E008,Waste Collection Container,SWM,56.03,1,8
Surat,E009,Hydraulic Waste Loader,SWM,56.03,1,7
Surat,E010,Transfer Station Container,SWM,56.03,1,11
Surat,E011,Plastic Baler Machine,SWM,72.41,1,7
Surat,E012,Organic Waste Shredder,SWM,56.03,1,9
Surat,E013,Bio Waste Composting Machine,SWM,56.03,1,7
Surat,E014,Portable Garbage Bin Set,SWM,62.33,1,8
Surat,E015,Skid Steer Loader,SWM,85.96,1,7
Surat,E016,Waste Conveyor Belt Unit,SWM,56.03,1,9
Surat,E017,Industrial Waste Crusher,SWM,64.68,1,6
Surat,E018,Dumpster Container,SWM,56.03,1,8
Surat,E019,Front Loader Waste Vehicle,SWM,56.03,1,7
Surat,E020,Waste Segregation Conveyor,SWM,56.03,1,10
Surat,E021,Leaf Collection Vacuum Unit,SWM,35.87,1,11
Surat,E022,Portable Bin Lifter,SWM,56.03,1,7
Surat,E023,Waste Hopper Unit,SWM,56.03,1,9
Surat,E024,Biomedical Waste Carrier,SWM,56.03,1,6
Surat,E025,Municipal Waste Crane,SWM,72.41,1,7
Surat,E026,Street Cleaning Cart,SWM,35.87,1,8
Surat,E027,Waste Transfer Trailer,SWM,56.03,1,5
Surat,E028,Mobile Waste Collection Unit,SWM,56.03,1,7
Surat,E029,Truck Mounted Suction Cum Jetting Machine,Sewerage,28.7,1,3
Surat,E030,Sewer Jetting Machine,Sewerage,28.7,1,4
Surat,E031,High Pressure Sewer Cleaner,Sewerage,28.7,1,4
Surat,E032,Root Cutting System for Sewer Line,Sewerage,17.78,1,10
Surat,E033,Sewer Inspection Camera,Sewerage,17.78,1,3
Surat,E034,Portable Pipeline CCTV Unit,Sewerage,17.78,1,6
Surat,E035,Vacuum Sludge Tanker,Sewerage,28.7,1,6
Surat,E036,Manhole Desilting Machine,Sewerage,28.7,1,6
Surat,E037,Sewer Cleaning Robot,Sewerage,17.78,1,3
Surat,E038,Portable Sludge Pump,Sewerage,36.7,1,7
Surat,E039,Drain Rodding Machine,Sewerage,28.7,1,11
Surat,E040,Underground Pipe Locator,Sewerage,30.37,1,9
Surat,E041,Drain Cleaning Machine,Drainage,27.09,1,7
Surat,E042,Portable Dewatering Pump,Drainage,27.09,1,9
Surat,E043,High Capacity Pump Set,Drainage,27.09,1,4
Surat,E044,Storm Water Pump,Drainage,27.09,1,5
Surat,E045,Submersible Pump Unit,Drainage,27.09,1,7
Surat,E046,Canal Desilting Machine,Drainage,27.09,1,7
Surat,E047,Portable Flood Barrier Unit,Drainage,19.64,1,8
Surat,E048,Emergency Drainage Vehicle,Drainage,27.09,1,7
Surat,E049,Drain Excavation Unit,Drainage,32.71,1,6
Surat,E050,Portable Sandbag Filling Machine,Drainage,19.64,1,6
Surat,E051,Drain Jetting Machine,Drainage,27.09,1,4
Surat,E052,Drain Inspection Camera,Drainage,27.09,1,4
Surat,E053,Portable Mud Suction Unit,Drainage,27.09,1,7
Surat,E054,Drain Clearing Robot,Drainage,27.09,1,4
Surat,E055,Portable Emergency Pump,Drainage,19.64,1,10
Surat,E056,Flood Recovery Vehicle,Drainage,27.09,1,7
Surat,E057,Storm Drain Vacuum Cleaner,Drainage,27.09,1,6
Surat,E058,Portable Water Diversion Unit,Drainage,19.64,1,7
Surat,E059,Chassis Mounted Water Tanker,Water Supply,18.02,1,6
Surat,E060,Water Tanker,Water Supply,18.02,1,10
Surat,E061,Pipeline Leakage Detector,Water Supply,18.02,1,8
Surat,E062,Portable Chlorination Unit,Water Supply,18.02,1,8
Surat,E063,Water Pumping Station Motor,Water Supply,18.02,1,5
Surat,E064,Valve Testing Machine,Water Supply,18.02,1,9
Surat,E065,Pipe Pressure Monitoring Unit,Water Supply,18.02,1,9
Surat,E066,Water Quality Testing Kit,Water Supply,23.65,1,6
Surat,E067,Borewell Cleaning Machine,Water Supply,18.02,1,9
Surat,E068,Portable Water Storage Tank,Water Supply,18.02,1,8
Surat,E069,Pipeline Repair Vehicle,Water Supply,18.02,1,3
Surat,E070,Portable Pump Controller,Water Supply,18.02,1,7
Surat,E071,Water Meter Calibration Unit,Water Supply,18.02,1,7
Surat,E072,Pipeline Inspection Camera,Water Supply,18.02,1,5
Surat,E073,Reservoir Cleaning Machine,Water Supply,18.02,1,7
Surat,E074,Water Purification Mobile Unit,Water Supply,31.34,1,4
Surat,E075,Portable Pipeline Flusher,Water Supply,18.02,1,6
Surat,E076,Hydraulic Pipe Cutter,Water Supply,30.12,1,9
Surat,E077,Portable Water Pump Unit,Water Supply,18.02,1,8
Surat,E078,Emergency Water Supply Vehicle,Water Supply,25.71,1,7
Surat,E079,Smart Water Monitoring Sensor,Water Supply,18.02,1,6
Surat,E080,Water Pipeline Maintenance Kit,Water Supply,18.02,1,9
Surat,E081,Hydraulic Excavator,Road Infra,51.0,1,5
Surat,E082,Mini Excavator,Road Infra,51.0,1,7
Surat,E083,Backhoe Loader,Road Infra,61.08,1,6
Surat,E084,Wheel Loader,Road Infra,51.0,1,6
Surat,E085,Track Mounted Excavator,Road Infra,54.46,1,2
Surat,E086,Road Roller,Road Infra,36.96,1,5
Surat,E087,Vibratory Road Roller,Road Infra,36.96,1,7
Surat,E088,Asphalt Paver Machine,Road Infra,36.96,1,4
Surat,E089,Concrete Mixer Machine,Road Infra,44.38,1,8
Surat,E090,Concrete Vibrator,Road Infra,44.38,1,10
Surat,E091,Asphalt Cutter,Road Infra,36.96,1,10
Surat,E092,Road Marking Machine,Road Infra,30.74,1,7
Surat,E093,Concrete Cutting Machine,Road Infra,44.38,1,11
Surat,E094,Crack Sealing Machine,Road Infra,36.96,1,8
Surat,E095,Tipper Truck,Road Infra,61.08,1,6
Surat,E096,Dump Truck,Road Infra,61.08,1,5
Surat,E097,Tyre Mounted Mobile Crane,Road Infra,44.38,1,4
Surat,E098,Portable Concrete Pump,Road Infra,44.38,1,7
Surat,E099,Hydraulic Breaker,Road Infra,54.46,1,7
Surat,E100,Road Surface Milling Machine,Road Infra,36.96,1,3
Surat,E101,Portable Generator for Road Work,Road Infra,37.72,1,8
Surat,E102,Traffic Cone Deployment Unit,Road Infra,30.74,1,9
Surat,E103,Road Repair Patch Machine,Road Infra,36.96,1,7
Surat,E104,Curb Stone Laying Machine,Road Infra,44.38,1,7
Surat,E105,Pavement Compactor,Road Infra,36.96,1,5
Surat,E106,Diesel Generator Set,Electrical,25.82,1,6
Surat,E107,Portable Generator,Electrical,12.04,1,8
Surat,E108,Street Light Maintenance Lift,Electrical,20.5,1,6
Surat,E109,Transformer Maintenance Vehicle,Electrical,20.9,1,3
Surat,E110,Electric Cable Locator,Electrical,34.0,1,10
Surat,E111,Underground Fault Detector,Electrical,34.0,1,10
Surat,E112,Portable Tower Light,Electrical,4.92,0,0
Surat,E113,Smart Street Light Controller,Electrical,20.5,1,6
Surat,E114,Electrical Maintenance Van,Electrical,20.9,1,3
Surat,E115,Portable Solar Lighting Unit,Electrical,8.52,0,0
Surat,E116,Mobile Repair Van,Electrical,33.38,1,8
Surat,E117,Voltage Monitoring Device,Electrical,20.9,1,6
Surat,E118,Underground Cable Repair Kit,Electrical,34.0,1,10
Surat,E119,Portable Battery Backup Unit,Electrical,12.04,1,10
Surat,E120,Smart Utility Monitoring Console,Electrical,55.14,1,4
Surat,E121,Portable Toilet Unit,Sanitation,21.76,1,6
Surat,E122,Mobile Toilet Van,Sanitation,28.83,1,11
Surat,E123,Public Toilet Cleaning Machine,Sanitation,31.14,1,10
Surat,E124,High Pressure Washer,Sanitation,49.36,1,9
Surat,E125,Disinfection Sprayer Unit,Sanitation,28.83,1,9
Surat,E126,Fogging Machine,Sanitation,28.26,1,10
Surat,E127,Portable Cleaning Cart,Sanitation,39.7,1,11
Surat,E128,Manual Cleaning Trolley,Sanitation,39.7,1,9
Surat,E129,Portable Hand Wash Station,Sanitation,21.76,1,7
Surat,E130,Sanitary Waste Disposal Unit,Sanitation,51.2,1,10
Surat,E131,Portable Urinal Unit,Sanitation,21.76,1,10
Surat,E132,Public Washroom Maintenance Vehicle,Sanitation,31.14,1,9
Surat,E133,Drain Disinfection Unit,Sanitation,23.08,1,8
Surat,E134,Portable Steam Cleaning Machine,Sanitation,21.76,1,6
Surat,E135,Street Disinfection Vehicle,Sanitation,36.54,1,7
Surat,E136,Biohazard Disposal Container,Sanitation,59.48,1,11
Surat,E137,Portable Sanitation Kiosk,Sanitation,21.76,1,7
Surat,E138,Municipal Cleaning Utility Vehicle,Sanitation,49.36,1,11
Surat,E139,Fire Tender Vehicle,Emergency,47.13,1,3
Surat,E140,Portable Rescue Boat,Emergency,9.58,0,0
Surat,E141,Emergency Communication Van,Emergency,22.56,1,3
Surat,E142,Portable Medical Response Unit,Emergency,22.56,1,6
Surat,E143,Emergency Water Pump,Emergency,13.1,1,9
Surat,E144,Debris Removal Loader,Emergency,46.38,1,7
Surat,E145,Portable Lighting Tower,Emergency,5.53,0,0
Surat,E146,Emergency Generator Unit,Emergency,18.51,1,8
Surat,E147,Portable Emergency Shelter Unit,Emergency,9.58,0,0
Surat,E148,Hydraulic Rescue Cutter,Emergency,5.53,0,0
Surat,E149,Emergency Evacuation Vehicle,Emergency,36.6,1,5
Surat,E150,Portable Public Warning System,Emergency,14.55,1,9
Surat,E151,Flood Monitoring Sensor,Emergency,13.1,1,8
Surat,E152,Emergency Drone Surveillance Unit,Emergency,36.15,1,7
Surat,E153,Portable Life Support Kit,Emergency,14.55,1,7
Surat,E154,Disaster Recovery Crane,Emergency,46.38,1,3
Surat,E155,Emergency Ambulance Van,Emergency,36.6,1,7
Surat,E156,Portable Command Center Unit,Emergency,22.56,1,4
Surat,E157,Rapid Response Vehicle,Emergency,36.6,1,4
Surat,E158,Emergency Traffic Diversion Unit,Emergency,28.59,1,11
Surat,E159,Portable Search Light Unit,Emergency,5.53,0,0
Surat,E160,Disaster Supply Transport Vehicle,Emergency,36.6,1,5
Surat,E161,Sewage Treatment Plant Pump,Specialized,4.79,0,0
Surat,E162,Portable Laboratory Testing Unit,Specialized,28.59,1,6
Surat,E163,Air Quality Monitoring Station,Specialized,16.45,0,0
Surat,E164,Noise Pollution Monitoring Unit,Specialized,13.06,0,0
Surat,E165,Construction Debris Crusher,Specialized,15.46,0,0
Surat,E166,Smart Parking Monitoring Unit,Specialized,8.97,0,0
Surat,E167,Municipal Survey Drone,Specialized,27.51,1,6
Surat,E168,GIS Mapping Workstation,Specialized,25.36,1,7
Surat,E169,Portable Air Compressor,Specialized,12.94,0,0
Surat,E170,Industrial Pollution Response Unit,Specialized,4.09,0,0
Surat,E171,Smart Civic Monitoring Console,Specialized,20.03,1,5
Surat,E172,Portable Municipal Command Vehicle,Specialized,20.03,1,3
Surat,E173,Integrated Utility Maintenance Vehicle,Specialized,39.59,1,5
Lucknow,E001,Garbage Compactor Truck,SWM,37.04,1,6
Lucknow,E002,Mini Garbage Tipper,SWM,37.04,1,9
Lucknow,E003,Refuse Collector Vehicle,SWM,37.04,1,7
Lucknow,E004,Portable Waste Compactor,SWM,37.04,1,11
Lucknow,E005,Mechanical Road Sweeper,SWM,31.0,1,6
Lucknow,E006,Vacuum Road Sweeper,SWM,31.0,1,4
Lucknow,E007,Dumper Placer Vehicle,SWM,37.04,1,6
Lucknow,E008,Waste Collection Container,SWM,37.04,1,8
Lucknow,E009,Hydraulic Waste Loader,SWM,37.04,1,7
Lucknow,E010,Transfer Station Container,SWM,37.04,1,10
Lucknow,E011,Plastic Baler Machine,SWM,49.42,1,10
Lucknow,E012,Organic Waste Shredder,SWM,37.04,1,9
Lucknow,E013,Bio Waste Composting Machine,SWM,37.04,1,8
Lucknow,E014,Portable Garbage Bin Set,SWM,45.02,1,10
Lucknow,E015,Skid Steer Loader,SWM,61.43,1,6
Lucknow,E016,Waste Conveyor Belt Unit,SWM,37.04,1,10
Lucknow,E017,Industrial Waste Crusher,SWM,43.88,1,7
Lucknow,E018,Dumpster Container,SWM,37.04,1,9
Lucknow,E019,Front Loader Waste Vehicle,SWM,37.04,1,5
Lucknow,E020,Waste Segregation Conveyor,SWM,37.04,1,8
Lucknow,E021,Leaf Collection Vacuum Unit,SWM,31.0,1,11
Lucknow,E022,Portable Bin Lifter,SWM,37.04,1,9
Lucknow,E023,Waste Hopper Unit,SWM,37.04,1,9
Lucknow,E024,Biomedical Waste Carrier,SWM,37.04,1,4
Lucknow,E025,Municipal Waste Crane,SWM,49.42,1,5
Lucknow,E026,Street Cleaning Cart,SWM,31.0,1,8
Lucknow,E027,Waste Transfer Trailer,SWM,37.04,1,5
Lucknow,E028,Mobile Waste Collection Unit,SWM,37.04,1,7
Lucknow,E029,Truck Mounted Suction Cum Jetting Machine,Sewerage,23.87,1,2
Lucknow,E030,Sewer Jetting Machine,Sewerage,23.87,1,6
Lucknow,E031,High Pressure Sewer Cleaner,Sewerage,23.87,1,6
Lucknow,E032,Root Cutting System for Sewer Line,Sewerage,14.2,1,9
Lucknow,E033,Sewer Inspection Camera,Sewerage,14.2,1,6
Lucknow,E034,Portable Pipeline CCTV Unit,Sewerage,14.2,1,6
Lucknow,E035,Vacuum Sludge Tanker,Sewerage,23.87,1,4
Lucknow,E036,Manhole Desilting Machine,Sewerage,23.87,1,3
Lucknow,E037,Sewer Cleaning Robot,Sewerage,14.2,1,4
Lucknow,E038,Portable Sludge Pump,Sewerage,36.35,1,9
Lucknow,E039,Drain Rodding Machine,Sewerage,23.87,1,6
Lucknow,E040,Underground Pipe Locator,Sewerage,25.35,1,7
Lucknow,E041,Drain Cleaning Machine,Drainage,28.35,1,5
Lucknow,E042,Portable Dewatering Pump,Drainage,28.35,1,10
Lucknow,E043,High Capacity Pump Set,Drainage,28.35,1,5
Lucknow,E044,Storm Water Pump,Drainage,28.35,1,6
Lucknow,E045,Submersible Pump Unit,Drainage,28.35,1,10
Lucknow,E046,Canal Desilting Machine,Drainage,28.35,1,4
Lucknow,E047,Portable Flood Barrier Unit,Drainage,23.0,1,10
Lucknow,E048,Emergency Drainage Vehicle,Drainage,28.35,1,6
Lucknow,E049,Drain Excavation Unit,Drainage,34.59,1,7
Lucknow,E050,Portable Sandbag Filling Machine,Drainage,23.0,1,7
Lucknow,E051,Drain Jetting Machine,Drainage,28.35,1,6
Lucknow,E052,Drain Inspection Camera,Drainage,28.35,1,7
Lucknow,E053,Portable Mud Suction Unit,Drainage,28.35,1,9
Lucknow,E054,Drain Clearing Robot,Drainage,28.35,1,5
Lucknow,E055,Portable Emergency Pump,Drainage,23.0,1,8
Lucknow,E056,Flood Recovery Vehicle,Drainage,28.35,1,5
Lucknow,E057,Storm Drain Vacuum Cleaner,Drainage,28.35,1,5
Lucknow,E058,Portable Water Diversion Unit,Drainage,23.0,1,9
Lucknow,E059,Chassis Mounted Water Tanker,Water Supply,15.7,1,10
Lucknow,E060,Water Tanker,Water Supply,15.7,1,8
Lucknow,E061,Pipeline Leakage Detector,Water Supply,15.7,1,6
Lucknow,E062,Portable Chlorination Unit,Water Supply,15.7,1,7
Lucknow,E063,Water Pumping Station Motor,Water Supply,15.7,1,3
Lucknow,E064,Valve Testing Machine,Water Supply,15.7,1,9
Lucknow,E065,Pipe Pressure Monitoring Unit,Water Supply,15.7,1,8
Lucknow,E066,Water Quality Testing Kit,Water Supply,22.82,1,7
Lucknow,E067,Borewell Cleaning Machine,Water Supply,15.7,1,8
Lucknow,E068,Portable Water Storage Tank,Water Supply,15.7,1,10
Lucknow,E069,Pipeline Repair Vehicle,Water Supply,15.7,1,3
Lucknow,E070,Portable Pump Controller,Water Supply,15.7,1,8
Lucknow,E071,Water Meter Calibration Unit,Water Supply,15.7,1,6
Lucknow,E072,Pipeline Inspection Camera,Water Supply,15.7,1,6
Lucknow,E073,Reservoir Cleaning Machine,Water Supply,15.7,1,7
Lucknow,E074,Water Purification Mobile Unit,Water Supply,34.83,1,5
Lucknow,E075,Portable Pipeline Flusher,Water Supply,15.7,1,8
Lucknow,E076,Hydraulic Pipe Cutter,Water Supply,26.43,1,9
Lucknow,E077,Portable Water Pump Unit,Water Supply,15.7,1,8
Lucknow,E078,Emergency Water Supply Vehicle,Water Supply,27.7,1,5
Lucknow,E079,Smart Water Monitoring Sensor,Water Supply,15.7,1,9
Lucknow,E080,Water Pipeline Maintenance Kit,Water Supply,15.7,1,9
Lucknow,E081,Hydraulic Excavator,Road Infra,40.63,1,6
Lucknow,E082,Mini Excavator,Road Infra,40.63,1,7
Lucknow,E083,Backhoe Loader,Road Infra,49.56,1,5
Lucknow,E084,Wheel Loader,Road Infra,40.63,1,5
Lucknow,E085,Track Mounted Excavator,Road Infra,44.81,1,3
Lucknow,E086,Road Roller,Road Infra,30.02,1,7
Lucknow,E087,Vibratory Road Roller,Road Infra,30.02,1,6
Lucknow,E088,Asphalt Paver Machine,Road Infra,30.02,1,2
Lucknow,E089,Concrete Mixer Machine,Road Infra,35.88,1,7
Lucknow,E090,Concrete Vibrator,Road Infra,35.88,1,11
Lucknow,E091,Asphalt Cutter,Road Infra,30.02,1,10
Lucknow,E092,Road Marking Machine,Road Infra,26.57,1,10
Lucknow,E093,Concrete Cutting Machine,Road Infra,35.88,1,10
Lucknow,E094,Crack Sealing Machine,Road Infra,30.02,1,8
Lucknow,E095,Tipper Truck,Road Infra,49.56,1,6
Lucknow,E096,Dump Truck,Road Infra,49.56,1,6
Lucknow,E097,Tyre Mounted Mobile Crane,Road Infra,35.88,1,2
Lucknow,E098,Portable Concrete Pump,Road Infra,35.88,1,11
Lucknow,E099,Hydraulic Breaker,Road Infra,44.81,1,5
Lucknow,E100,Road Surface Milling Machine,Road Infra,30.02,1,3
Lucknow,E101,Portable Generator for Road Work,Road Infra,36.79,1,9
Lucknow,E102,Traffic Cone Deployment Unit,Road Infra,26.57,1,9
Lucknow,E103,Road Repair Patch Machine,Road Infra,30.02,1,6
Lucknow,E104,Curb Stone Laying Machine,Road Infra,35.88,1,9
Lucknow,E105,Pavement Compactor,Road Infra,30.02,1,6
Lucknow,E106,Diesel Generator Set,Electrical,24.8,1,3
Lucknow,E107,Portable Generator,Electrical,14.56,1,6
Lucknow,E108,Street Light Maintenance Lift,Electrical,17.71,1,4
Lucknow,E109,Transformer Maintenance Vehicle,Electrical,17.12,1,3
Lucknow,E110,Electric Cable Locator,Electrical,27.09,1,7
Lucknow,E111,Underground Fault Detector,Electrical,27.09,1,9
Lucknow,E112,Portable Tower Light,Electrical,7.68,0,0
Lucknow,E113,Smart Street Light Controller,Electrical,17.71,1,7
Lucknow,E114,Electrical Maintenance Van,Electrical,17.12,1,5
Lucknow,E115,Portable Solar Lighting Unit,Electrical,12.24,1,7
Lucknow,E116,Mobile Repair Van,Electrical,27.1,1,10
Lucknow,E117,Voltage Monitoring Device,Electrical,17.12,1,7
Lucknow,E118,Underground Cable Repair Kit,Electrical,27.09,1,7
Lucknow,E119,Portable Battery Backup Unit,Electrical,14.56,1,8
Lucknow,E120,Smart Utility Monitoring Console,Electrical,50.86,1,4
Lucknow,E121,Portable Toilet Unit,Sanitation,21.0,1,7
Lucknow,E122,Mobile Toilet Van,Sanitation,32.04,1,11
Lucknow,E123,Public Toilet Cleaning Machine,Sanitation,29.0,1,7
Lucknow,E124,High Pressure Washer,Sanitation,43.91,1,11
Lucknow,E125,Disinfection Sprayer Unit,Sanitation,32.04,1,7
Lucknow,E126,Fogging Machine,Sanitation,30.7,1,11
Lucknow,E127,Portable Cleaning Cart,Sanitation,35.35,1,9
Lucknow,E128,Manual Cleaning Trolley,Sanitation,35.35,1,9
Lucknow,E129,Portable Hand Wash Station,Sanitation,21.0,1,8
Lucknow,E130,Sanitary Waste Disposal Unit,Sanitation,36.98,1,10
Lucknow,E131,Portable Urinal Unit,Sanitation,21.0,1,10
Lucknow,E132,Public Washroom Maintenance Vehicle,Sanitation,29.0,1,9
Lucknow,E133,Drain Disinfection Unit,Sanitation,24.15,1,9
Lucknow,E134,Portable Steam Cleaning Machine,Sanitation,21.0,1,10
Lucknow,E135,Street Disinfection Vehicle,Sanitation,36.5,1,8
Lucknow,E136,Biohazard Disposal Container,Sanitation,40.59,1,8
Lucknow,E137,Portable Sanitation Kiosk,Sanitation,21.0,1,6
Lucknow,E138,Municipal Cleaning Utility Vehicle,Sanitation,43.91,1,11
Lucknow,E139,Fire Tender Vehicle,Emergency,44.26,1,4
Lucknow,E140,Portable Rescue Boat,Emergency,13.77,1,6
Lucknow,E141,Emergency Communication Van,Emergency,25.07,1,5
Lucknow,E142,Portable Medical Response Unit,Emergency,25.07,1,7
Lucknow,E143,Emergency Water Pump,Emergency,15.34,1,10
Lucknow,E144,Debris Removal Loader,Emergency,42.25,1,7
Lucknow,E145,Portable Lighting Tower,Emergency,8.64,0,0
Lucknow,E146,Emergency Generator Unit,Emergency,19.94,1,10
Lucknow,E147,Portable Emergency Shelter Unit,Emergency,13.77,1,4
Lucknow,E148,Hydraulic Rescue Cutter,Emergency,8.64,0,0
Lucknow,E149,Emergency Evacuation Vehicle,Emergency,36.31,1,6
Lucknow,E150,Portable Public Warning System,Emergency,17.33,1,8
Lucknow,E151,Flood Monitoring Sensor,Emergency,15.34,1,10
Lucknow,E152,Emergency Drone Surveillance Unit,Emergency,35.26,1,6
Lucknow,E153,Portable Life Support Kit,Emergency,17.33,1,8
Lucknow,E154,Disaster Recovery Crane,Emergency,42.25,1,2
Lucknow,E155,Emergency Ambulance Van,Emergency,36.31,1,5
Lucknow,E156,Portable Command Center Unit,Emergency,25.07,1,4
Lucknow,E157,Rapid Response Vehicle,Emergency,36.31,1,7
Lucknow,E158,Emergency Traffic Diversion Unit,Emergency,28.57,1,8
Lucknow,E159,Portable Search Light Unit,Emergency,8.64,0,0
Lucknow,E160,Disaster Supply Transport Vehicle,Emergency,36.31,1,4
Lucknow,E161,Sewage Treatment Plant Pump,Specialized,3.82,0,0
Lucknow,E162,Portable Laboratory Testing Unit,Specialized,22.4,1,5
Lucknow,E163,Air Quality Monitoring Station,Specialized,13.85,0,0
Lucknow,E164,Noise Pollution Monitoring Unit,Specialized,10.84,0,0
Lucknow,E165,Construction Debris Crusher,Specialized,10.88,0,0
Lucknow,E166,Smart Parking Monitoring Unit,Specialized,7.75,0,0
Lucknow,E167,Municipal Survey Drone,Specialized,25.26,1,4
Lucknow,E168,GIS Mapping Workstation,Specialized,21.9,1,5
Lucknow,E169,Portable Air Compressor,Specialized,10.46,0,0
Lucknow,E170,Industrial Pollution Response Unit,Specialized,3.09,0,0
Lucknow,E171,Smart Civic Monitoring Console,Specialized,19.16,1,3
Lucknow,E172,Portable Municipal Command Vehicle,Specialized,19.16,1,6
Lucknow,E173,Integrated Utility Maintenance Vehicle,Specialized,33.13,1,6
Indore,E001,Garbage Compactor Truck,SWM,26.8,1,5
Indore,E002,Mini Garbage Tipper,SWM,26.8,1,7
Indore,E003,Refuse Collector Vehicle,SWM,26.8,1,4
Indore,E004,Portable Waste Compactor,SWM,26.8,1,11
Indore,E005,Mechanical Road Sweeper,SWM,26.17,1,6
Indore,E006,Vacuum Road Sweeper,SWM,26.17,1,6
Indore,E007,Dumper Placer Vehicle,SWM,26.8,1,4
