municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Hubli,E050,Portable Sandbag Filling Machine,5,3,35.6,840000
Raipur,E050,Portable Sandbag Filling Machine,5,3,35.5,840000
Faridabad,E050,Portable Sandbag Filling Machine,6,3,35.4,840000
Mysuru,E050,Portable Sandbag Filling Machine,6,3,35.3,840000
Coimbatore,E050,Portable Sandbag Filling Machine,6,3,35.2,840000
Surat,E050,Portable Sandbag Filling Machine,6,3,35.1,840000
Aurangabad,E050,Portable Sandbag Filling Machine,5,3,35.0,840000
Gwalior,E050,Portable Sandbag Filling Machine,5,3,34.9,840000
Jabalpur,E050,Portable Sandbag Filling Machine,5,3,34.7,840000
Ludhiana,E050,Portable Sandbag Filling Machine,6,3,34.6,840000
Nashik,E050,Portable Sandbag Filling Machine,5,3,33.9,840000
Udaipur,E050,Portable Sandbag Filling Machine,5,3,33.8,840000
Amritsar,E050,Portable Sandbag Filling Machine,5,3,33.7,840000
Jaipur,E050,Portable Sandbag Filling Machine,5,3,33.3,840000
Jodhpur,E050,Portable Sandbag Filling Machine,5,3,33.3,840000
Delhi,E051,Drain Jetting Machine,20,3,75.7,3600000
Mumbai,E051,Drain Jetting Machine,17,3,69.3,3600000
Chennai,E051,Drain Jetting Machine,13,2,61.0,2400000
Bengaluru,E051,Drain Jetting Machine,14,2,60.2,2400000
Kolkata,E051,Drain Jetting Machine,11,2,57.5,2400000
Hyderabad,E051,Drain Jetting Machine,12,2,56.1,2400000
Ahmedabad,E051,Drain Jetting Machine,11,2,53.7,2400000
Lucknow,E051,Drain Jetting Machine,9,2,51.5,2400000
Pune,E051,Drain Jetting Machine,10,2,51.2,2400000
Surat,E051,Drain Jetting Machine,10,2,50.7,2400000
Visakhapatnam,E051,Drain Jetting Machine,9,2,50.7,2400000
Patna,E051,Drain Jetting Machine,7,2,50.5,2400000
Howrah,E051,Drain Jetting Machine,8,2,49.6,2400000
Guwahati,E051,Drain Jetting Machine,7,2,49.15,2400000
Kanpur,E051,Drain Jetting Machine,8,2,49.1,2400000
Kochi,E051,Drain Jetting Machine,9,2,48.68,2400000
Asansol,E051,Drain Jetting Machine,8,2,48.4,2400000
Thane,E051,Drain Jetting Machine,9,2,48.3,2400000
Indore,E051,Drain Jetting Machine,9,2,48.2,2400000
Bhubaneswar,E051,Drain Jetting Machine,7,2,48.2,2400000
Nagpur,E051,Drain Jetting Machine,9,2,48.0,2400000
Siliguri,E051,Drain Jetting Machine,7,2,48.0,2400000
Srinagar,E051,Drain Jetting Machine,6,2,47.95,2400000
Vijayawada,E051,Drain Jetting Machine,8,2,47.7,2400000
Dehradun,E051,Drain Jetting Machine,7,2,47.65,2400000
Ranchi,E051,Drain Jetting Machine,7,2,47.6,2400000
Varanasi,E051,Drain Jetting Machine,7,2,47.6,2400000
Jaipur,E051,Drain Jetting Machine,9,2,47.4,2400000
Coimbatore,E051,Drain Jetting Machine,9,2,47.3,2400000
Faridabad,E051,Drain Jetting Machine,9,2,47.1,2400000
Durgapur,E051,Drain Jetting Machine,8,2,47.08,2400000
Madurai,E051,Drain Jetting Machine,8,2,46.9,2400000
Agra,E051,Drain Jetting Machine,7,2,46.8,2400000
Haldia,E051,Drain Jetting Machine,6,2,46.1,2400000
Jabalpur,E051,Drain Jetting Machine,8,2,46.0,2400000
Raipur,E051,Drain Jetting Machine,7,2,45.65,2400000
Nashik,E051,Drain Jetting Machine,8,2,45.6,2400000
Malda,E051,Drain Jetting Machine,5,2,45.55,2400000
Kharagpur,E051,Drain Jetting Machine,6,2,45.5,2400000
Ludhiana,E051,Drain Jetting Machine,8,2,45.4,2400000
Mysuru,E051,Drain Jetting Machine,8,2,45.4,2400000
Aurangabad,E051,Drain Jetting Machine,7,2,45.3,2400000
Gwalior,E051,Drain Jetting Machine,7,2,44.95,2400000
Hubli,E051,Drain Jetting Machine,6,2,44.55,2400000
Shimla,E051,Drain Jetting Machine,5,2,44.55,2400000
Panaji,E051,Drain Jetting Machine,7,2,44.25,2400000
Tirupati,E051,Drain Jetting Machine,6,2,44.15,2400000
Amritsar,E051,Drain Jetting Machine,7,2,43.9,2400000
Jodhpur,E051,Drain Jetting Machine,7,2,43.4,2400000
Udaipur,E051,Drain Jetting Machine,7,2,43.4,2400000
Delhi,E052,Drain Inspection Camera,18,2,70.7,4600000
Mumbai,E052,Drain Inspection Camera,15,2,64.3,4600000
Chennai,E052,Drain Inspection Camera,12,2,57.0,4600000
Bengaluru,E052,Drain Inspection Camera,12,1,55.2,2300000
Kolkata,E052,Drain Inspection Camera,10,1,53.5,2300000
Hyderabad,E052,Drain Inspection Camera,11,1,52.1,2300000
Ahmedabad,E052,Drain Inspection Camera,10,1,49.7,2300000
Lucknow,E052,Drain Inspection Camera,8,1,47.5,2300000
Pune,E052,Drain Inspection Camera,9,1,47.2,2300000
Surat,E052,Drain Inspection Camera,9,1,46.7,2300000
Visakhapatnam,E052,Drain Inspection Camera,8,1,46.7,2300000
Patna,E052,Drain Inspection Camera,6,1,46.5,2300000
Howrah,E052,Drain Inspection Camera,7,1,45.6,2300000
Guwahati,E052,Drain Inspection Camera,6,1,45.15,2300000
Kanpur,E052,Drain Inspection Camera,7,1,45.1,2300000
Srinagar,E052,Drain Inspection Camera,6,1,44.95,2300000
Kochi,E052,Drain Inspection Camera,8,1,44.68,2300000
Asansol,E052,Drain Inspection Camera,7,1,44.4,2300000
Thane,E052,Drain Inspection Camera,8,1,44.3,2300000
Indore,E052,Drain Inspection Camera,8,1,44.2,2300000
Bhubaneswar,E052,Drain Inspection Camera,6,1,44.2,2300000
Nagpur,E052,Drain Inspection Camera,8,1,44.0,2300000
Siliguri,E052,Drain Inspection Camera,6,1,44.0,2300000
Vijayawada,E052,Drain Inspection Camera,7,1,43.7,2300000
Dehradun,E052,Drain Inspection Camera,6,1,43.65,2300000
Ranchi,E052,Drain Inspection Camera,6,1,43.6,2300000
Varanasi,E052,Drain Inspection Camera,6,1,43.6,2300000
Jaipur,E052,Drain Inspection Camera,8,1,43.4,2300000
Coimbatore,E052,Drain Inspection Camera,8,1,43.3,2300000
Faridabad,E052,Drain Inspection Camera,8,1,43.1,2300000
Haldia,E052,Drain Inspection Camera,6,1,43.1,2300000
Durgapur,E052,Drain Inspection Camera,7,1,43.08,2300000
Madurai,E052,Drain Inspection Camera,7,1,42.9,2300000
Agra,E052,Drain Inspection Camera,6,1,42.8,2300000
Raipur,E052,Drain Inspection Camera,7,1,42.65,2300000
Malda,E052,Drain Inspection Camera,5,1,42.55,2300000
Ludhiana,E052,Drain Inspection Camera,8,1,42.4,2300000
Jabalpur,E052,Drain Inspection Camera,7,1,42.0,2300000
Nashik,E052,Drain Inspection Camera,7,1,41.6,2300000
Hubli,E052,Drain Inspection Camera,6,1,41.55,2300000
Shimla,E052,Drain Inspection Camera,5,1,41.55,2300000
Kharagpur,E052,Drain Inspection Camera,5,1,41.5,2300000
Mysuru,E052,Drain Inspection Camera,7,1,41.4,2300000
Aurangabad,E052,Drain Inspection Camera,6,1,41.3,2300000
Panaji,E052,Drain Inspection Camera,7,1,41.25,2300000
Tirupati,E052,Drain Inspection Camera,6,1,41.15,2300000
Gwalior,E052,Drain Inspection Camera,6,1,40.95,2300000
Amritsar,E052,Drain Inspection Camera,7,1,40.9,2300000
Jodhpur,E052,Drain Inspection Camera,6,1,39.4,2300000
Udaipur,E052,Drain Inspection Camera,6,1,39.4,2300000
Delhi,E053,Portable Mud Suction Unit,18,2,70.7,2200000
Mumbai,E053,Portable Mud Suction Unit,15,2,64.3,2200000
Chennai,E053,Portable Mud Suction Unit,12,2,57.0,2200000
Bengaluru,E053,Portable Mud Suction Unit,12,2,55.2,2200000
Kolkata,E053,Portable Mud Suction Unit,10,2,53.5,2200000
Hyderabad,E053,Portable Mud Suction Unit,11,2,52.1,2200000
Ahmedabad,E053,Portable Mud Suction Unit,10,2,49.7,2200000
Lucknow,E053,Portable Mud Suction Unit,8,2,47.5,2200000
Pune,E053,Portable Mud Suction Unit,9,2,47.2,2200000
Surat,E053,Portable Mud Suction Unit,9,2,46.7,2200000
Visakhapatnam,E053,Portable Mud Suction Unit,8,2,46.7,2200000
Patna,E053,Portable Mud Suction Unit,6,2,46.5,2200000
Howrah,E053,Portable Mud Suction Unit,7,2,45.6,2200000
Guwahati,E053,Portable Mud Suction Unit,6,2,45.15,2200000
Kanpur,E053,Portable Mud Suction Unit,7,2,45.1,2200000
Srinagar,E053,Portable Mud Suction Unit,6,2,44.95,2200000
Kochi,E053,Portable Mud Suction Unit,8,2,44.68,2200000
Asansol,E053,Portable Mud Suction Unit,7,2,44.4,2200000
Thane,E053,Portable Mud Suction Unit,8,2,44.3,2200000
Indore,E053,Portable Mud Suction Unit,8,2,44.2,2200000
Bhubaneswar,E053,Portable Mud Suction Unit,6,2,44.2,2200000
Nagpur,E053,Portable Mud Suction Unit,8,2,44.0,2200000
Siliguri,E053,Portable Mud Suction Unit,6,2,44.0,2200000
Vijayawada,E053,Portable Mud Suction Unit,7,2,43.7,2200000
Dehradun,E053,Portable Mud Suction Unit,6,2,43.65,2200000
Ranchi,E053,Portable Mud Suction Unit,6,2,43.6,2200000
Varanasi,E053,Portable Mud Suction Unit,6,2,43.6,2200000
Jaipur,E053,Portable Mud Suction Unit,8,2,43.4,2200000
Coimbatore,E053,Portable Mud Suction Unit,8,2,43.3,2200000
Faridabad,E053,Portable Mud Suction Unit,8,2,43.1,2200000
Haldia,E053,Portable Mud Suction Unit,6,2,43.1,2200000
Durgapur,E053,Portable Mud Suction Unit,7,2,43.08,2200000
Madurai,E053,Portable Mud Suction Unit,7,2,42.9,2200000
Agra,E053,Portable Mud Suction Unit,6,2,42.8,2200000
Raipur,E053,Portable Mud Suction Unit,7,2,42.65,2200000
Malda,E053,Portable Mud Suction Unit,5,2,42.55,2200000
Ludhiana,E053,Portable Mud Suction Unit,8,1,42.4,1100000
Jabalpur,E053,Portable Mud Suction Unit,7,1,42.0,1100000
Nashik,E053,Portable Mud Suction Unit,7,1,41.6,1100000
Hubli,E053,Portable Mud Suction Unit,6,1,41.55,1100000
Shimla,E053,Portable Mud Suction Unit,5,1,41.55,1100000
Kharagpur,E053,Portable Mud Suction Unit,5,1,41.5,1100000
Mysuru,E053,Portable Mud Suction Unit,7,1,41.4,1100000
Aurangabad,E053,Portable Mud Suction Unit,6,1,41.3,1100000
Panaji,E053,Portable Mud Suction Unit,7,1,41.25,1100000
Tirupati,E053,Portable Mud Suction Unit,6,1,41.15,1100000
Gwalior,E053,Portable Mud Suction Unit,6,1,40.95,1100000
Amritsar,E053,Portable Mud Suction Unit,7,1,40.9,1100000
Jodhpur,E053,Portable Mud Suction Unit,6,1,39.4,1100000
Udaipur,E053,Portable Mud Suction Unit,6,1,39.4,1100000
Delhi,E054,Drain Clearing Robot,20,1,73.7,2500000
Mumbai,E054,Drain Clearing Robot,17,1,67.3,2500000
Chennai,E054,Drain Clearing Robot,13,1,59.0,2500000
Bengaluru,E054,Drain Clearing Robot,14,1,58.2,2500000
Kolkata,E054,Drain Clearing Robot,11,1,55.5,2500000
Hyderabad,E054,Drain Clearing Robot,12,1,54.1,2500000
Ahmedabad,E054,Drain Clearing Robot,11,1,51.7,2500000
Lucknow,E054,Drain Clearing Robot,9,1,49.5,2500000
Pune,E054,Drain Clearing Robot,10,1,49.2,2500000
Surat,E054,Drain Clearing Robot,10,1,48.7,2500000
Visakhapatnam,E054,Drain Clearing Robot,9,1,48.7,2500000
Patna,E054,Drain Clearing Robot,7,1,48.5,2500000
Howrah,E054,Drain Clearing Robot,8,1,47.6,2500000
Guwahati,E054,Drain Clearing Robot,7,1,47.15,2500000
Kanpur,E054,Drain Clearing Robot,8,1,47.1,2500000
Kochi,E054,Drain Clearing Robot,9,1,46.68,2500000
Asansol,E054,Drain Clearing Robot,8,1,46.4,2500000
Thane,E054,Drain Clearing Robot,9,1,46.3,2500000
Indore,E054,Drain Clearing Robot,9,1,46.2,2500000
Bhubaneswar,E054,Drain Clearing Robot,7,1,46.2,2500000
Nagpur,E054,Drain Clearing Robot,9,1,46.0,2500000
Siliguri,E054,Drain Clearing Robot,7,1,46.0,2500000
Srinagar,E054,Drain Clearing Robot,6,1,45.95,2500000
Vijayawada,E054,Drain Clearing Robot,8,1,45.7,2500000
Dehradun,E054,Drain Clearing Robot,7,1,45.65,2500000
Ranchi,E054,Drain Clearing Robot,7,1,45.6,2500000
Varanasi,E054,Drain Clearing Robot,7,1,45.6,2500000
Jaipur,E054,Drain Clearing Robot,9,1,45.4,2500000
Coimbatore,E054,Drain Clearing Robot,9,1,45.3,2500000
Faridabad,E054,Drain Clearing Robot,9,1,45.1,2500000
Durgapur,E054,Drain Clearing Robot,8,1,45.08,2500000
Madurai,E054,Drain Clearing Robot,8,1,44.9,2500000
Agra,E054,Drain Clearing Robot,7,1,44.8,2500000
Haldia,E054,Drain Clearing Robot,6,1,44.1,2500000
Jabalpur,E054,Drain Clearing Robot,8,1,44.0,2500000
Raipur,E054,Drain Clearing Robot,7,1,43.65,2500000
Nashik,E054,Drain Clearing Robot,8,1,43.6,2500000
Malda,E054,Drain Clearing Robot,5,1,43.55,2500000
Kharagpur,E054,Drain Clearing Robot,6,1,43.5,2500000
Ludhiana,E054,Drain Clearing Robot,8,1,43.4,2500000
Mysuru,E054,Drain Clearing Robot,8,1,43.4,2500000
Aurangabad,E054,Drain Clearing Robot,7,1,43.3,2500000
Gwalior,E054,Drain Clearing Robot,7,1,42.95,2500000
Hubli,E054,Drain Clearing Robot,6,1,42.55,2500000
Shimla,E054,Drain Clearing Robot,5,1,42.55,2500000
Panaji,E054,Drain Clearing Robot,7,1,42.25,2500000
Tirupati,E054,Drain Clearing Robot,6,1,42.15,2500000
Amritsar,E054,Drain Clearing Robot,7,1,41.9,2500000
Jodhpur,E054,Drain Clearing Robot,7,1,41.4,2500000
Udaipur,E054,Drain Clearing Robot,7,1,41.4,2500000
Kolkata,E055,Portable Emergency Pump,8,3,48.0,1350000
Chennai,E055,Portable Emergency Pump,8,3,46.9,1350000
Mumbai,E055,Portable Emergency Pump,9,3,46.8,1350000
Howrah,E055,Portable Emergency Pump,7,3,45.5,1350000
Guwahati,E055,Portable Emergency Pump,6,3,45.2,1350000
Visakhapatnam,E055,Portable Emergency Pump,7,3,44.7,1350000
Patna,E055,Portable Emergency Pump,5,3,44.4,1350000
Siliguri,E055,Portable Emergency Pump,6,3,44.3,1350000
Asansol,E055,Portable Emergency Pump,7,3,44.2,1350000
Bhubaneswar,E055,Portable Emergency Pump,6,3,44.1,1350000
Haldia,E055,Portable Emergency Pump,6,3,43.9,1350000
Bengaluru,E055,Portable Emergency Pump,8,3,43.8,1350000
Srinagar,E055,Portable Emergency Pump,5,3,43.7,1350000
Kochi,E055,Portable Emergency Pump,7,3,43.7,1350000
Hyderabad,E055,Portable Emergency Pump,8,3,43.3,1350000
Malda,E055,Portable Emergency Pump,5,3,43.3,1350000
Lucknow,E055,Portable Emergency Pump,6,3,43.2,1350000
Dehradun,E055,Portable Emergency Pump,5,3,42.8,1350000
Delhi,E055,Portable Emergency Pump,8,3,42.7,1350000
Vijayawada,E055,Portable Emergency Pump,6,3,42.6,1350000
Durgapur,E055,Portable Emergency Pump,6,3,42.5,1350000
Thane,E055,Portable Emergency Pump,7,3,42.4,1350000
Ranchi,E055,Portable Emergency Pump,5,3,42.4,1350000
Pune,E055,Portable Emergency Pump,7,3,42.3,1350000
Shimla,E055,Portable Emergency Pump,5,3,42.3,1350000
Kanpur,E055,Portable Emergency Pump,6,3,42.3,1350000
Varanasi,E055,Portable Emergency Pump,5,3,42.2,1350000
Kharagpur,E055,Portable Emergency Pump,5,3,42.2,1350000
Ahmedabad,E055,Portable Emergency Pump,7,3,42.1,1350000
Agra,E055,Portable Emergency Pump,6,3,42.1,1350000
Indore,E055,Portable Emergency Pump,7,3,42.0,1350000
Raipur,E055,Portable Emergency Pump,6,3,41.5,1350000
Faridabad,E055,Portable Emergency Pump,7,3,41.4,1350000
Madurai,E055,Portable Emergency Pump,6,3,41.4,1350000
Coimbatore,E055,Portable Emergency Pump,7,3,41.2,1350000
Surat,E055,Portable Emergency Pump,7,3,41.1,1350000
Panaji,E055,Portable Emergency Pump,6,3,41.1,1350000
Aurangabad,E055,Portable Emergency Pump,6,3,41.0,1350000
Gwalior,E055,Portable Emergency Pump,6,3,40.9,1350000
Jabalpur,E055,Portable Emergency Pump,6,3,40.7,1350000
Tirupati,E055,Portable Emergency Pump,5,3,40.7,1350000
Nagpur,E055,Portable Emergency Pump,6,3,40.6,1350000
Hubli,E055,Portable Emergency Pump,5,3,40.6,1350000
Ludhiana,E055,Portable Emergency Pump,7,3,40.6,1350000
Mysuru,E055,Portable Emergency Pump,6,3,40.3,1350000
Nashik,E055,Portable Emergency Pump,6,3,39.9,1350000
Udaipur,E055,Portable Emergency Pump,6,3,39.8,1350000
Amritsar,E055,Portable Emergency Pump,6,3,39.7,1350000
Jaipur,E055,Portable Emergency Pump,6,3,39.3,1350000
Jodhpur,E055,Portable Emergency Pump,5,3,38.3,1350000
Delhi,E056,Flood Recovery Vehicle,18,4,69.7,1400000
Mumbai,E056,Flood Recovery Vehicle,15,4,63.3,1400000
Chennai,E056,Flood Recovery Vehicle,12,3,56.0,1050000
Bengaluru,E056,Flood Recovery Vehicle,12,3,54.2,1050000
Kolkata,E056,Flood Recovery Vehicle,10,3,52.5,1050000
Hyderabad,E056,Flood Recovery Vehicle,11,3,51.1,1050000
Ahmedabad,E056,Flood Recovery Vehicle,10,3,48.7,1050000
Lucknow,E056,Flood Recovery Vehicle,8,3,46.5,1050000
Pune,E056,Flood Recovery Vehicle,9,3,46.2,1050000
Surat,E056,Flood Recovery Vehicle,9,3,45.7,1050000
Visakhapatnam,E056,Flood Recovery Vehicle,8,3,45.7,1050000
Patna,E056,Flood Recovery Vehicle,6,3,45.5,1050000
Howrah,E056,Flood Recovery Vehicle,7,3,44.6,1050000
Guwahati,E056,Flood Recovery Vehicle,6,3,44.15,1050000
Kanpur,E056,Flood Recovery Vehicle,7,3,44.1,1050000
Srinagar,E056,Flood Recovery Vehicle,6,3,43.95,1050000
Kochi,E056,Flood Recovery Vehicle,8,3,43.68,1050000
Asansol,E056,Flood Recovery Vehicle,7,3,43.4,1050000
Thane,E056,Flood Recovery Vehicle,8,3,43.3,1050000
Indore,E056,Flood Recovery Vehicle,8,3,43.2,1050000
Bhubaneswar,E056,Flood Recovery Vehicle,6,3,43.2,1050000
Nagpur,E056,Flood Recovery Vehicle,8,3,43.0,1050000
Siliguri,E056,Flood Recovery Vehicle,6,3,43.0,1050000
Vijayawada,E056,Flood Recovery Vehicle,7,3,42.7,1050000
Dehradun,E056,Flood Recovery Vehicle,6,3,42.65,1050000
Ranchi,E056,Flood Recovery Vehicle,6,2,42.6,700000
Varanasi,E056,Flood Recovery Vehicle,6,2,42.6,700000
Jaipur,E056,Flood Recovery Vehicle,8,2,42.4,700000
Coimbatore,E056,Flood Recovery Vehicle,8,2,42.3,700000
Faridabad,E056,Flood Recovery Vehicle,8,2,42.1,700000
Haldia,E056,Flood Recovery Vehicle,6,2,42.1,700000
Durgapur,E056,Flood Recovery Vehicle,7,2,42.08,700000
Madurai,E056,Flood Recovery Vehicle,7,2,41.9,700000
Agra,E056,Flood Recovery Vehicle,6,2,41.8,700000
Raipur,E056,Flood Recovery Vehicle,7,2,41.65,700000
Malda,E056,Flood Recovery Vehicle,5,2,41.55,700000
Ludhiana,E056,Flood Recovery Vehicle,8,2,41.4,700000
Jabalpur,E056,Flood Recovery Vehicle,7,2,41.0,700000
Nashik,E056,Flood Recovery Vehicle,7,2,40.6,700000
Hubli,E056,Flood Recovery Vehicle,6,2,40.55,700000
Shimla,E056,Flood Recovery Vehicle,5,2,40.55,700000
Kharagpur,E056,Flood Recovery Vehicle,5,2,40.5,700000
Mysuru,E056,Flood Recovery Vehicle,7,2,40.4,700000
Aurangabad,E056,Flood Recovery Vehicle,6,2,40.3,700000
Panaji,E056,Flood Recovery Vehicle,7,2,40.25,700000
Tirupati,E056,Flood Recovery Vehicle,6,2,40.15,700000
Gwalior,E056,Flood Recovery Vehicle,6,2,39.95,700000
Amritsar,E056,Flood Recovery Vehicle,7,2,39.9,700000
Jodhpur,E056,Flood Recovery Vehicle,6,2,38.4,700000
Udaipur,E056,Flood Recovery Vehicle,6,2,38.4,700000
Delhi,E057,Storm Drain Vacuum Cleaner,20,2,75.7,4000000
Mumbai,E057,Storm Drain Vacuum Cleaner,17,2,69.3,4000000
Chennai,E057,Storm Drain Vacuum Cleaner,13,1,61.0,2000000
Bengaluru,E057,Storm Drain Vacuum Cleaner,14,1,60.2,2000000
Kolkata,E057,Storm Drain Vacuum Cleaner,11,1,57.5,2000000
Hyderabad,E057,Storm Drain Vacuum Cleaner,12,1,56.1,2000000
Ahmedabad,E057,Storm Drain Vacuum Cleaner,11,1,53.7,2000000
Lucknow,E057,Storm Drain Vacuum Cleaner,9,1,51.5,2000000
Pune,E057,Storm Drain Vacuum Cleaner,10,1,51.2,2000000
Surat,E057,Storm Drain Vacuum Cleaner,10,1,50.7,2000000
Visakhapatnam,E057,Storm Drain Vacuum Cleaner,9,1,50.7,2000000
Patna,E057,Storm Drain Vacuum Cleaner,7,1,50.5,2000000
Howrah,E057,Storm Drain Vacuum Cleaner,8,1,49.6,2000000
Guwahati,E057,Storm Drain Vacuum Cleaner,7,1,49.15,2000000
Kanpur,E057,Storm Drain Vacuum Cleaner,8,1,49.1,2000000
Kochi,E057,Storm Drain Vacuum Cleaner,9,1,48.68,2000000
Asansol,E057,Storm Drain Vacuum Cleaner,8,1,48.4,2000000
Thane,E057,Storm Drain Vacuum Cleaner,9,1,48.3,2000000
Indore,E057,Storm Drain Vacuum Cleaner,9,1,48.2,2000000
Bhubaneswar,E057,Storm Drain Vacuum Cleaner,7,1,48.2,2000000
Nagpur,E057,Storm Drain Vacuum Cleaner,9,1,48.0,2000000
Siliguri,E057,Storm Drain Vacuum Cleaner,7,1,48.0,2000000
Srinagar,E057,Storm Drain Vacuum Cleaner,6,1,47.95,2000000
Vijayawada,E057,Storm Drain Vacuum Cleaner,8,1,47.7,2000000
Dehradun,E057,Storm Drain Vacuum Cleaner,7,1,47.65,2000000
Ranchi,E057,Storm Drain Vacuum Cleaner,7,1,47.6,2000000
Varanasi,E057,Storm Drain Vacuum Cleaner,7,1,47.6,2000000
Jaipur,E057,Storm Drain Vacuum Cleaner,9,1,47.4,2000000
Coimbatore,E057,Storm Drain Vacuum Cleaner,9,1,47.3,2000000
Faridabad,E057,Storm Drain Vacuum Cleaner,9,1,47.1,2000000
Durgapur,E057,Storm Drain Vacuum Cleaner,8,1,47.08,2000000
Madurai,E057,Storm Drain Vacuum Cleaner,8,1,46.9,2000000
Agra,E057,Storm Drain Vacuum Cleaner,7,1,46.8,2000000
Haldia,E057,Storm Drain Vacuum Cleaner,6,1,46.1,2000000
Jabalpur,E057,Storm Drain Vacuum Cleaner,8,1,46.0,2000000
Raipur,E057,Storm Drain Vacuum Cleaner,7,1,45.65,2000000
Nashik,E057,Storm Drain Vacuum Cleaner,8,1,45.6,2000000
Malda,E057,Storm Drain Vacuum Cleaner,5,1,45.55,2000000
Kharagpur,E057,Storm Drain Vacuum Cleaner,6,1,45.5,2000000
Ludhiana,E057,Storm Drain Vacuum Cleaner,8,1,45.4,2000000
Mysuru,E057,Storm Drain Vacuum Cleaner,8,1,45.4,2000000
Aurangabad,E057,Storm Drain Vacuum Cleaner,7,1,45.3,2000000
Gwalior,E057,Storm Drain Vacuum Cleaner,7,1,44.95,2000000
Hubli,E057,Storm Drain Vacuum Cleaner,6,1,44.55,2000000
Shimla,E057,Storm Drain Vacuum Cleaner,5,1,44.55,2000000
Panaji,E057,Storm Drain Vacuum Cleaner,7,1,44.25,2000000
Tirupati,E057,Storm Drain Vacuum Cleaner,6,1,44.15,2000000
Amritsar,E057,Storm Drain Vacuum Cleaner,7,1,43.9,2000000
Jodhpur,E057,Storm Drain Vacuum Cleaner,7,1,43.4,2000000
Udaipur,E057,Storm Drain Vacuum Cleaner,7,1,43.4,2000000
Kolkata,E058,Portable Water Diversion Unit,7,2,43.0,1300000
Chennai,E058,Portable Water Diversion Unit,7,2,41.9,1300000
Mumbai,E058,Portable Water Diversion Unit,8,2,41.8,1300000
Howrah,E058,Portable Water Diversion Unit,6,2,40.5,1300000
Patna,E058,Portable Water Diversion Unit,5,2,40.4,1300000
Guwahati,E058,Portable Water Diversion Unit,5,2,40.2,1300000
Visakhapatnam,E058,Portable Water Diversion Unit,6,2,39.7,1300000
Kochi,E058,Portable Water Diversion Unit,7,2,39.7,1300000
Siliguri,E058,Portable Water Diversion Unit,5,2,39.3,1300000
Asansol,E058,Portable Water Diversion Unit,6,2,39.2,1300000
Bhubaneswar,E058,Portable Water Diversion Unit,5,2,39.1,1300000
Haldia,E058,Portable Water Diversion Unit,5,2,38.9,1300000
Dehradun,E058,Portable Water Diversion Unit,5,2,38.8,1300000
Bengaluru,E058,Portable Water Diversion Unit,7,2,38.8,1300000
Srinagar,E058,Portable Water Diversion Unit,4,2,38.7,1300000
Vijayawada,E058,Portable Water Diversion Unit,6,2,38.6,1300000
Durgapur,E058,Portable Water Diversion Unit,6,2,38.5,1300000
Ranchi,E058,Portable Water Diversion Unit,5,2,38.4,1300000
Hyderabad,E058,Portable Water Diversion Unit,7,2,38.3,1300000
Malda,E058,Portable Water Diversion Unit,4,2,38.3,1300000
Varanasi,E058,Portable Water Diversion Unit,5,2,38.2,1300000
Kharagpur,E058,Portable Water Diversion Unit,5,2,38.2,1300000
Lucknow,E058,Portable Water Diversion Unit,5,2,38.2,1300000
Delhi,E058,Portable Water Diversion Unit,7,2,37.7,1300000
Thane,E058,Portable Water Diversion Unit,6,2,37.4,1300000
Madurai,E058,Portable Water Diversion Unit,6,2,37.4,1300000
Kanpur,E058,Portable Water Diversion Unit,5,2,37.3,1300000
Pune,E058,Portable Water Diversion Unit,6,2,37.3,1300000
Shimla,E058,Portable Water Diversion Unit,4,2,37.3,1300000
Panaji,E058,Portable Water Diversion Unit,6,2,37.1,1300000
Ahmedabad,E058,Portable Water Diversion Unit,6,2,37.1,1300000
Agra,E058,Portable Water Diversion Unit,5,2,37.1,1300000
Indore,E058,Portable Water Diversion Unit,6,2,37.0,1300000
Tirupati,E058,Portable Water Diversion Unit,5,2,36.7,1300000
Nagpur,E058,Portable Water Diversion Unit,6,2,36.6,1300000
Hubli,E058,Portable Water Diversion Unit,5,2,36.6,1300000
Raipur,E058,Portable Water Diversion Unit,5,2,36.5,1300000
Faridabad,E058,Portable Water Diversion Unit,6,2,36.4,1300000
Mysuru,E058,Portable Water Diversion Unit,6,2,36.3,1300000
Coimbatore,E058,Portable Water Diversion Unit,6,2,36.2,1300000
Surat,E058,Portable Water Diversion Unit,6,2,36.1,1300000
Aurangabad,E058,Portable Water Diversion Unit,5,2,36.0,1300000
Gwalior,E058,Portable Water Diversion Unit,5,2,35.9,1300000
Jabalpur,E058,Portable Water Diversion Unit,5,2,35.7,1300000
Ludhiana,E058,Portable Water Diversion Unit,6,2,35.6,1300000
Nashik,E058,Portable Water Diversion Unit,5,2,34.9,1300000
Udaipur,E058,Portable Water Diversion Unit,5,2,34.8,1300000
Amritsar,E058,Portable Water Diversion Unit,5,2,34.7,1300000
Jaipur,E058,Portable Water Diversion Unit,5,2,34.3,1300000
Jodhpur,E058,Portable Water Diversion Unit,5,2,34.3,1300000
Delhi,E059,Chassis Mounted Water Tanker,20,2,71.2,3500000
Mumbai,E059,Chassis Mounted Water Tanker,18,2,62.8,3500000
Bengaluru,E059,Chassis Mounted Water Tanker,15,2,55.9,3500000
