municipality,equipment_id,equipment_name,predicted_demand
Ahmedabad,E073,Reservoir Cleaning Machine,12
Ahmedabad,E074,Water Purification Mobile Unit,13
Ahmedabad,E075,Portable Pipeline Flusher,12
Ahmedabad,E076,Hydraulic Pipe Cutter,10
Ahmedabad,E077,Portable Water Pump Unit,12
Ahmedabad,E078,Emergency Water Supply Vehicle,13
Ahmedabad,E079,Smart Water Monitoring Sensor,12
Ahmedabad,E080,Water Pipeline Maintenance Kit,10
Ahmedabad,E081,Hydraulic Excavator,10
Ahmedabad,E082,Mini Excavator,9
Ahmedabad,E083,Backhoe Loader,19
Ahmedabad,E084,Wheel Loader,9
Ahmedabad,E085,Track Mounted Excavator,16
Ahmedabad,E086,Road Roller,9
Ahmedabad,E087,Vibratory Road Roller,9
Ahmedabad,E088,Asphalt Paver Machine,10
Ahmedabad,E089,Concrete Mixer Machine,5
Ahmedabad,E090,Concrete Vibrator,5
Ahmedabad,E091,Asphalt Cutter,8
Ahmedabad,E092,Road Marking Machine,8
Ahmedabad,E093,Concrete Cutting Machine,5
Ahmedabad,E094,Crack Sealing Machine,8
Ahmedabad,E095,Tipper Truck,17
Ahmedabad,E096,Dump Truck,17
Ahmedabad,E097,Tyre Mounted Mobile Crane,6
Ahmedabad,E098,Portable Concrete Pump,5
Ahmedabad,E099,Hydraulic Breaker,13
Ahmedabad,E100,Road Surface Milling Machine,9
Ahmedabad,E101,Portable Generator for Road Work,5
Ahmedabad,E102,Traffic Cone Deployment Unit,7
Ahmedabad,E103,Road Repair Patch Machine,8
Ahmedabad,E104,Curb Stone Laying Machine,5
Ahmedabad,E105,Pavement Compactor,8
Ahmedabad,E106,Diesel Generator Set,13
Ahmedabad,E107,Portable Generator,9
Ahmedabad,E108,Street Light Maintenance Lift,9
Ahmedabad,E109,Transformer Maintenance Vehicle,13
Ahmedabad,E110,Electric Cable Locator,8
Ahmedabad,E111,Underground Fault Detector,8
Ahmedabad,E112,Portable Tower Light,0
Ahmedabad,E113,Smart Street Light Controller,8
Ahmedabad,E114,Electrical Maintenance Van,12
Ahmedabad,E115,Portable Solar Lighting Unit,0
Ahmedabad,E116,Mobile Repair Van,17
Ahmedabad,E117,Voltage Monitoring Device,10
Ahmedabad,E118,Underground Cable Repair Kit,7
Ahmedabad,E119,Portable Battery Backup Unit,8
Ahmedabad,E120,Smart Utility Monitoring Console,20
Ahmedabad,E121,Portable Toilet Unit,12
Ahmedabad,E122,Mobile Toilet Van,12
Ahmedabad,E123,Public Toilet Cleaning Machine,19
Ahmedabad,E124,High Pressure Washer,20
Ahmedabad,E125,Disinfection Sprayer Unit,12
Ahmedabad,E126,Fogging Machine,10
Ahmedabad,E127,Portable Cleaning Cart,13
Ahmedabad,E128,Manual Cleaning Trolley,13
Ahmedabad,E129,Portable Hand Wash Station,10
Ahmedabad,E130,Sanitary Waste Disposal Unit,6
Ahmedabad,E131,Portable Urinal Unit,10
Ahmedabad,E132,Public Washroom Maintenance Vehicle,19
Ahmedabad,E133,Drain Disinfection Unit,10
Ahmedabad,E134,Portable Steam Cleaning Machine,10
Ahmedabad,E135,Street Disinfection Vehicle,8
Ahmedabad,E136,Biohazard Disposal Container,6
Ahmedabad,E137,Portable Sanitation Kiosk,10
Ahmedabad,E138,Municipal Cleaning Utility Vehicle,20
Ahmedabad,E139,Fire Tender Vehicle,20
Ahmedabad,E140,Portable Rescue Boat,0
Ahmedabad,E141,Emergency Communication Van,12
Ahmedabad,E142,Portable Medical Response Unit,13
Ahmedabad,E143,Emergency Water Pump,8
Ahmedabad,E144,Debris Removal Loader,14
Ahmedabad,E145,Portable Lighting Tower,0
Ahmedabad,E146,Emergency Generator Unit,12
Ahmedabad,E147,Portable Emergency Shelter Unit,0
Ahmedabad,E148,Hydraulic Rescue Cutter,0
Ahmedabad,E149,Emergency Evacuation Vehicle,19
Ahmedabad,E150,Portable Public Warning System,2
Ahmedabad,E151,Flood Monitoring Sensor,7
Ahmedabad,E152,Emergency Drone Surveillance Unit,16
Ahmedabad,E153,Portable Life Support Kit,3
Ahmedabad,E154,Disaster Recovery Crane,14
Ahmedabad,E155,Emergency Ambulance Van,19
Ahmedabad,E156,Portable Command Center Unit,12
Ahmedabad,E157,Rapid Response Vehicle,17
Ahmedabad,E158,Emergency Traffic Diversion Unit,7
Ahmedabad,E159,Portable Search Light Unit,0
Ahmedabad,E160,Disaster Supply Transport Vehicle,17
Ahmedabad,E161,Sewage Treatment Plant Pump,13
Ahmedabad,E162,Portable Laboratory Testing Unit,20
Ahmedabad,E163,Air Quality Monitoring Station,8
Ahmedabad,E164,Noise Pollution Monitoring Unit,7
Ahmedabad,E165,Construction Debris Crusher,4
Ahmedabad,E166,Smart Parking Monitoring Unit,7
Ahmedabad,E167,Municipal Survey Drone,20
Ahmedabad,E168,GIS Mapping Workstation,20
Ahmedabad,E169,Portable Air Compressor,5
Ahmedabad,E170,Industrial Pollution Response Unit,0
Ahmedabad,E171,Smart Civic Monitoring Console,20
Ahmedabad,E172,Portable Municipal Command Vehicle,20
Ahmedabad,E173,Integrated Utility Maintenance Vehicle,20
Pune,E001,Garbage Compactor Truck,5
Pune,E002,Mini Garbage Tipper,5
Pune,E003,Refuse Collector Vehicle,5
Pune,E004,Portable Waste Compactor,4
Pune,E005,Mechanical Road Sweeper,7
Pune,E006,Vacuum Road Sweeper,7
Pune,E007,Dumper Placer Vehicle,4
Pune,E008,Waste Collection Container,4
Pune,E009,Hydraulic Waste Loader,4
Pune,E010,Transfer Station Container,4
Pune,E011,Plastic Baler Machine,4
Pune,E012,Organic Waste Shredder,4
Pune,E013,Bio Waste Composting Machine,4
Pune,E014,Portable Garbage Bin Set,4
Pune,E015,Skid Steer Loader,4
Pune,E016,Waste Conveyor Belt Unit,4
Pune,E017,Industrial Waste Crusher,2
Pune,E018,Dumpster Container,4
Pune,E019,Front Loader Waste Vehicle,4
Pune,E020,Waste Segregation Conveyor,4
Pune,E021,Leaf Collection Vacuum Unit,4
Pune,E022,Portable Bin Lifter,4
Pune,E023,Waste Hopper Unit,3
Pune,E024,Biomedical Waste Carrier,4
Pune,E025,Municipal Waste Crane,4
Pune,E026,Street Cleaning Cart,4
Pune,E027,Waste Transfer Trailer,4
Pune,E028,Mobile Waste Collection Unit,4
Pune,E029,Truck Mounted Suction Cum Jetting Machine,20
Pune,E030,Sewer Jetting Machine,18
Pune,E031,High Pressure Sewer Cleaner,18
Pune,E032,Root Cutting System for Sewer Line,9
Pune,E033,Sewer Inspection Camera,9
Pune,E034,Portable Pipeline CCTV Unit,9
Pune,E035,Vacuum Sludge Tanker,18
Pune,E036,Manhole Desilting Machine,16
Pune,E037,Sewer Cleaning Robot,10
Pune,E038,Portable Sludge Pump,14
Pune,E039,Drain Rodding Machine,14
Pune,E040,Underground Pipe Locator,8
Pune,E041,Drain Cleaning Machine,10
Pune,E042,Portable Dewatering Pump,10
Pune,E043,High Capacity Pump Set,10
Pune,E044,Storm Water Pump,11
Pune,E045,Submersible Pump Unit,9
Pune,E046,Canal Desilting Machine,10
Pune,E047,Portable Flood Barrier Unit,7
Pune,E048,Emergency Drainage Vehicle,10
Pune,E049,Drain Excavation Unit,7
Pune,E050,Portable Sandbag Filling Machine,6
Pune,E051,Drain Jetting Machine,10
Pune,E052,Drain Inspection Camera,9
Pune,E053,Portable Mud Suction Unit,9
Pune,E054,Drain Clearing Robot,10
Pune,E055,Portable Emergency Pump,7
Pune,E056,Flood Recovery Vehicle,9
Pune,E057,Storm Drain Vacuum Cleaner,10
Pune,E058,Portable Water Diversion Unit,6
Pune,E059,Chassis Mounted Water Tanker,12
Pune,E060,Water Tanker,12
Pune,E061,Pipeline Leakage Detector,11
Pune,E062,Portable Chlorination Unit,12
Pune,E063,Water Pumping Station Motor,12
Pune,E064,Valve Testing Machine,11
Pune,E065,Pipe Pressure Monitoring Unit,11
Pune,E066,Water Quality Testing Kit,12
Pune,E067,Borewell Cleaning Machine,11
Pune,E068,Portable Water Storage Tank,9
Pune,E069,Pipeline Repair Vehicle,12
Pune,E070,Portable Pump Controller,9
Pune,E071,Water Meter Calibration Unit,9
Pune,E072,Pipeline Inspection Camera,11
Pune,E073,Reservoir Cleaning Machine,11
Pune,E074,Water Purification Mobile Unit,12
Pune,E075,Portable Pipeline Flusher,11
Pune,E076,Hydraulic Pipe Cutter,9
Pune,E077,Portable Water Pump Unit,11
Pune,E078,Emergency Water Supply Vehicle,12
Pune,E079,Smart Water Monitoring Sensor,11
Pune,E080,Water Pipeline Maintenance Kit,9
Pune,E081,Hydraulic Excavator,7
Pune,E082,Mini Excavator,7
Pune,E083,Backhoe Loader,16
Pune,E084,Wheel Loader,7
Pune,E085,Track Mounted Excavator,14
Pune,E086,Road Roller,7
Pune,E087,Vibratory Road Roller,7
Pune,E088,Asphalt Paver Machine,7
Pune,E089,Concrete Mixer Machine,4
Pune,E090,Concrete Vibrator,4
Pune,E091,Asphalt Cutter,6
Pune,E092,Road Marking Machine,6
Pune,E093,Concrete Cutting Machine,4
Pune,E094,Crack Sealing Machine,6
Pune,E095,Tipper Truck,15
Pune,E096,Dump Truck,15
Pune,E097,Tyre Mounted Mobile Crane,5
Pune,E098,Portable Concrete Pump,4
Pune,E099,Hydraulic Breaker,11
Pune,E100,Road Surface Milling Machine,7
Pune,E101,Portable Generator for Road Work,4
Pune,E102,Traffic Cone Deployment Unit,5
Pune,E103,Road Repair Patch Machine,6
Pune,E104,Curb Stone Laying Machine,4
Pune,E105,Pavement Compactor,6
Pune,E106,Diesel Generator Set,12
Pune,E107,Portable Generator,9
Pune,E108,Street Light Maintenance Lift,7
Pune,E109,Transformer Maintenance Vehicle,12
Pune,E110,Electric Cable Locator,6
Pune,E111,Underground Fault Detector,6
Pune,E112,Portable Tower Light,0
Pune,E113,Smart Street Light Controller,6
Pune,E114,Electrical Maintenance Van,11
Pune,E115,Portable Solar Lighting Unit,0
Pune,E116,Mobile Repair Van,15
Pune,E117,Voltage Monitoring Device,9
Pune,E118,Underground Cable Repair Kit,5
Pune,E119,Portable Battery Backup Unit,8
Pune,E120,Smart Utility Monitoring Console,20
Pune,E121,Portable Toilet Unit,11
Pune,E122,Mobile Toilet Van,11
Pune,E123,Public Toilet Cleaning Machine,18
Pune,E124,High Pressure Washer,20
Pune,E125,Disinfection Sprayer Unit,11
Pune,E126,Fogging Machine,9
Pune,E127,Portable Cleaning Cart,11
Pune,E128,Manual Cleaning Trolley,11
Pune,E129,Portable Hand Wash Station,9
Pune,E130,Sanitary Waste Disposal Unit,4
Pune,E131,Portable Urinal Unit,9
Pune,E132,Public Washroom Maintenance Vehicle,18
Pune,E133,Drain Disinfection Unit,9
Pune,E134,Portable Steam Cleaning Machine,9
Pune,E135,Street Disinfection Vehicle,6
Pune,E136,Biohazard Disposal Container,4
Pune,E137,Portable Sanitation Kiosk,9
Pune,E138,Municipal Cleaning Utility Vehicle,20
Pune,E139,Fire Tender Vehicle,18
Pune,E140,Portable Rescue Boat,0
Pune,E141,Emergency Communication Van,11
Pune,E142,Portable Medical Response Unit,12
Pune,E143,Emergency Water Pump,8
Pune,E144,Debris Removal Loader,12
Pune,E145,Portable Lighting Tower,0
Pune,E146,Emergency Generator Unit,11
Pune,E147,Portable Emergency Shelter Unit,0
Pune,E148,Hydraulic Rescue Cutter,0
Pune,E149,Emergency Evacuation Vehicle,17
Pune,E150,Portable Public Warning System,2
Pune,E151,Flood Monitoring Sensor,7
Pune,E152,Emergency Drone Surveillance Unit,13
Pune,E153,Portable Life Support Kit,2
Pune,E154,Disaster Recovery Crane,12
Pune,E155,Emergency Ambulance Van,17
Pune,E156,Portable Command Center Unit,11
Pune,E157,Rapid Response Vehicle,15
Pune,E158,Emergency Traffic Diversion Unit,5
Pune,E159,Portable Search Light Unit,0
Pune,E160,Disaster Supply Transport Vehicle,15
Pune,E161,Sewage Treatment Plant Pump,11
Pune,E162,Portable Laboratory Testing Unit,20
Pune,E163,Air Quality Monitoring Station,6
Pune,E164,Noise Pollution Monitoring Unit,5
Pune,E165,Construction Debris Crusher,2
Pune,E166,Smart Parking Monitoring Unit,5
Pune,E167,Municipal Survey Drone,20
Pune,E168,GIS Mapping Workstation,20
Pune,E169,Portable Air Compressor,4
Pune,E170,Industrial Pollution Response Unit,0
Pune,E171,Smart Civic Monitoring Console,20
Pune,E172,Portable Municipal Command Vehicle,20
Pune,E173,Integrated Utility Maintenance Vehicle,20
Surat,E001,Garbage Compactor Truck,5
Surat,E002,Mini Garbage Tipper,5
Surat,E003,Refuse Collector Vehicle,5
Surat,E004,Portable Waste Compactor,4
Surat,E005,Mechanical Road Sweeper,7
Surat,E006,Vacuum Road Sweeper,8
Surat,E007,Dumper Placer Vehicle,4
Surat,E008,Waste Collection Container,4
Surat,E009,Hydraulic Waste Loader,4
Surat,E010,Transfer Station Container,4
Surat,E011,Plastic Baler Machine,4
Surat,E012,Organic Waste Shredder,4
Surat,E013,Bio Waste Composting Machine,4
Surat,E014,Portable Garbage Bin Set,4
Surat,E015,Skid Steer Loader,4
Surat,E016,Waste Conveyor Belt Unit,4
Surat,E017,Industrial Waste Crusher,2
Surat,E018,Dumpster Container,4
Surat,E019,Front Loader Waste Vehicle,4
Surat,E020,Waste Segregation Conveyor,4
Surat,E021,Leaf Collection Vacuum Unit,5
Surat,E022,Portable Bin Lifter,4
Surat,E023,Waste Hopper Unit,3
Surat,E024,Biomedical Waste Carrier,4
Surat,E025,Municipal Waste Crane,4
Surat,E026,Street Cleaning Cart,5
Surat,E027,Waste Transfer Trailer,4
Surat,E028,Mobile Waste Collection Unit,4
Surat,E029,Truck Mounted Suction Cum Jetting Machine,19
Surat,E030,Sewer Jetting Machine,18
Surat,E031,High Pressure Sewer Cleaner,18
Surat,E032,Root Cutting System for Sewer Line,9
Surat,E033,Sewer Inspection Camera,9
Surat,E034,Portable Pipeline CCTV Unit,9
Surat,E035,Vacuum Sludge Tanker,18
Surat,E036,Manhole Desilting Machine,16
Surat,E037,Sewer Cleaning Robot,10
Surat,E038,Portable Sludge Pump,14
Surat,E039,Drain Rodding Machine,14
Surat,E040,Underground Pipe Locator,8
Surat,E041,Drain Cleaning Machine,10
Surat,E042,Portable Dewatering Pump,10
Surat,E043,High Capacity Pump Set,10
Surat,E044,Storm Water Pump,11
Surat,E045,Submersible Pump Unit,9
Surat,E046,Canal Desilting Machine,10
Surat,E047,Portable Flood Barrier Unit,7
Surat,E048,Emergency Drainage Vehicle,10
Surat,E049,Drain Excavation Unit,7
Surat,E050,Portable Sandbag Filling Machine,6
Surat,E051,Drain Jetting Machine,10
Surat,E052,Drain Inspection Camera,9
Surat,E053,Portable Mud Suction Unit,9
Surat,E054,Drain Clearing Robot,10
Surat,E055,Portable Emergency Pump,7
Surat,E056,Flood Recovery Vehicle,9
Surat,E057,Storm Drain Vacuum Cleaner,10
Surat,E058,Portable Water Diversion Unit,6
Surat,E059,Chassis Mounted Water Tanker,12
Surat,E060,Water Tanker,12
Surat,E061,Pipeline Leakage Detector,11
Surat,E062,Portable Chlorination Unit,12
Surat,E063,Water Pumping Station Motor,12
Surat,E064,Valve Testing Machine,11
Surat,E065,Pipe Pressure Monitoring Unit,11
Surat,E066,Water Quality Testing Kit,12
Surat,E067,Borewell Cleaning Machine,11
Surat,E068,Portable Water Storage Tank,10
Surat,E069,Pipeline Repair Vehicle,12
Surat,E070,Portable Pump Controller,10
Surat,E071,Water Meter Calibration Unit,10
Surat,E072,Pipeline Inspection Camera,11
Surat,E073,Reservoir Cleaning Machine,11
Surat,E074,Water Purification Mobile Unit,12
Surat,E075,Portable Pipeline Flusher,11
Surat,E076,Hydraulic Pipe Cutter,10
Surat,E077,Portable Water Pump Unit,11
Surat,E078,Emergency Water Supply Vehicle,12
Surat,E079,Smart Water Monitoring Sensor,11
Surat,E080,Water Pipeline Maintenance Kit,10
Surat,E081,Hydraulic Excavator,8
Surat,E082,Mini Excavator,7
Surat,E083,Backhoe Loader,16
Surat,E084,Wheel Loader,7
Surat,E085,Track Mounted Excavator,13
Surat,E086,Road Roller,7
Surat,E087,Vibratory Road Roller,7
Surat,E088,Asphalt Paver Machine,8
Surat,E089,Concrete Mixer Machine,4
Surat,E090,Concrete Vibrator,3
Surat,E091,Asphalt Cutter,6
Surat,E092,Road Marking Machine,6
Surat,E093,Concrete Cutting Machine,4
Surat,E094,Crack Sealing Machine,6
Surat,E095,Tipper Truck,14
Surat,E096,Dump Truck,14
Surat,E097,Tyre Mounted Mobile Crane,4
Surat,E098,Portable Concrete Pump,4
Surat,E099,Hydraulic Breaker,10
Surat,E100,Road Surface Milling Machine,7
Surat,E101,Portable Generator for Road Work,3
Surat,E102,Traffic Cone Deployment Unit,5
Surat,E103,Road Repair Patch Machine,6
Surat,E104,Curb Stone Laying Machine,3
Surat,E105,Pavement Compactor,6
Surat,E106,Diesel Generator Set,12
Surat,E107,Portable Generator,9
Surat,E108,Street Light Maintenance Lift,7
Surat,E109,Transformer Maintenance Vehicle,12
Surat,E110,Electric Cable Locator,6
Surat,E111,Underground Fault Detector,6
Surat,E112,Portable Tower Light,0
Surat,E113,Smart Street Light Controller,6
Surat,E114,Electrical Maintenance Van,11
Surat,E115,Portable Solar Lighting Unit,0
Surat,E116,Mobile Repair Van,15
Surat,E117,Voltage Monitoring Device,10
Surat,E118,Underground Cable Repair Kit,5
Surat,E119,Portable Battery Backup Unit,7
Surat,E120,Smart Utility Monitoring Console,20
Surat,E121,Portable Toilet Unit,11
Surat,E122,Mobile Toilet Van,11
Surat,E123,Public Toilet Cleaning Machine,17
Surat,E124,High Pressure Washer,20
Surat,E125,Disinfection Sprayer Unit,11
Surat,E126,Fogging Machine,9
Surat,E127,Portable Cleaning Cart,11
Surat,E128,Manual Cleaning Trolley,11
Surat,E129,Portable Hand Wash Station,10
Surat,E130,Sanitary Waste Disposal Unit,4
Surat,E131,Portable Urinal Unit,10
Surat,E132,Public Washroom Maintenance Vehicle,17
Surat,E133,Drain Disinfection Unit,9
Surat,E134,Portable Steam Cleaning Machine,10
Surat,E135,Street Disinfection Vehicle,6
Surat,E136,Biohazard Disposal Container,4
Surat,E137,Portable Sanitation Kiosk,10
Surat,E138,Municipal Cleaning Utility Vehicle,20
Surat,E139,Fire Tender Vehicle,18
Surat,E140,Portable Rescue Boat,0
Surat,E141,Emergency Communication Van,11
Surat,E142,Portable Medical Response Unit,12
Surat,E143,Emergency Water Pump,8
Surat,E144,Debris Removal Loader,12
Surat,E145,Portable Lighting Tower,0
Surat,E146,Emergency Generator Unit,11
Surat,E147,Portable Emergency Shelter Unit,0
Surat,E148,Hydraulic Rescue Cutter,0
Surat,E149,Emergency Evacuation Vehicle,16
Surat,E150,Portable Public Warning System,2
Surat,E151,Flood Monitoring Sensor,7
Surat,E152,Emergency Drone Surveillance Unit,13
Surat,E153,Portable Life Support Kit,2
Surat,E154,Disaster Recovery Crane,12
Surat,E155,Emergency Ambulance Van,16
Surat,E156,Portable Command Center Unit,11
Surat,E157,Rapid Response Vehicle,15
Surat,E158,Emergency Traffic Diversion Unit,5
Surat,E159,Portable Search Light Unit,0
Surat,E160,Disaster Supply Transport Vehicle,15
Surat,E161,Sewage Treatment Plant Pump,11
Surat,E162,Portable Laboratory Testing Unit,20
Surat,E163,Air Quality Monitoring Station,6
Surat,E164,Noise Pollution Monitoring Unit,5
Surat,E165,Construction Debris Crusher,2
Surat,E166,Smart Parking Monitoring Unit,5
Surat,E167,Municipal Survey Drone,20
Surat,E168,GIS Mapping Workstation,20
Surat,E169,Portable Air Compressor,3
Surat,E170,Industrial Pollution Response Unit,0
Surat,E171,Smart Civic Monitoring Console,20
Surat,E172,Portable Municipal Command Vehicle,20
Surat,E173,Integrated Utility Maintenance Vehicle,20
Lucknow,E001,Garbage Compactor Truck,4
Lucknow,E002,Mini Garbage Tipper,3
Lucknow,E003,Refuse Collector Vehicle,3
Lucknow,E004,Portable Waste Compactor,3
Lucknow,E005,Mechanical Road Sweeper,5
Lucknow,E006,Vacuum Road Sweeper,6
Lucknow,E007,Dumper Placer Vehicle,3
Lucknow,E008,Waste Collection Container,3
Lucknow,E009,Hydraulic Waste Loader,3
Lucknow,E010,Transfer Station Container,3
Lucknow,E011,Plastic Baler Machine,3
Lucknow,E012,Organic Waste Shredder,3
Lucknow,E013,Bio Waste Composting Machine,3
Lucknow,E014,Portable Garbage Bin Set,3
Lucknow,E015,Skid Steer Loader,3
Lucknow,E016,Waste Conveyor Belt Unit,3
Lucknow,E017,Industrial Waste Crusher,1
Lucknow,E018,Dumpster Container,3
Lucknow,E019,Front Loader Waste Vehicle,3
Lucknow,E020,Waste Segregation Conveyor,3
Lucknow,E021,Leaf Collection Vacuum Unit,3
Lucknow,E022,Portable Bin Lifter,3
Lucknow,E023,Waste Hopper Unit,2
Lucknow,E024,Biomedical Waste Carrier,3
Lucknow,E025,Municipal Waste Crane,3
Lucknow,E026,Street Cleaning Cart,3
Lucknow,E027,Waste Transfer Trailer,3
Lucknow,E028,Mobile Waste Collection Unit,3
Lucknow,E029,Truck Mounted Suction Cum Jetting Machine,16
Lucknow,E030,Sewer Jetting Machine,15
Lucknow,E031,High Pressure Sewer Cleaner,15
Lucknow,E032,Root Cutting System for Sewer Line,7
Lucknow,E033,Sewer Inspection Camera,7
Lucknow,E034,Portable Pipeline CCTV Unit,7
Lucknow,E035,Vacuum Sludge Tanker,15
Lucknow,E036,Manhole Desilting Machine,13
Lucknow,E037,Sewer Cleaning Robot,8
Lucknow,E038,Portable Sludge Pump,12
Lucknow,E039,Drain Rodding Machine,12
Lucknow,E040,Underground Pipe Locator,6
Lucknow,E041,Drain Cleaning Machine,9
Lucknow,E042,Portable Dewatering Pump,9
Lucknow,E043,High Capacity Pump Set,9
Lucknow,E044,Storm Water Pump,10
Lucknow,E045,Submersible Pump Unit,8
Lucknow,E046,Canal Desilting Machine,9
Lucknow,E047,Portable Flood Barrier Unit,6
Lucknow,E048,Emergency Drainage Vehicle,9
Lucknow,E049,Drain Excavation Unit,6
Lucknow,E050,Portable Sandbag Filling Machine,5
Lucknow,E051,Drain Jetting Machine,9
Lucknow,E052,Drain Inspection Camera,8
Lucknow,E053,Portable Mud Suction Unit,8
Lucknow,E054,Drain Clearing Robot,9
Lucknow,E055,Portable Emergency Pump,6
Lucknow,E056,Flood Recovery Vehicle,8
Lucknow,E057,Storm Drain Vacuum Cleaner,9
Lucknow,E058,Portable Water Diversion Unit,5
Lucknow,E059,Chassis Mounted Water Tanker,11
Lucknow,E060,Water Tanker,11
Lucknow,E061,Pipeline Leakage Detector,10
Lucknow,E062,Portable Chlorination Unit,11
Lucknow,E063,Water Pumping Station Motor,11
Lucknow,E064,Valve Testing Machine,10
Lucknow,E065,Pipe Pressure Monitoring Unit,10
Lucknow,E066,Water Quality Testing Kit,11
Lucknow,E067,Borewell Cleaning Machine,10
Lucknow,E068,Portable Water Storage Tank,9
Lucknow,E069,Pipeline Repair Vehicle,11
Lucknow,E070,Portable Pump Controller,9
Lucknow,E071,Water Meter Calibration Unit,9
Lucknow,E072,Pipeline Inspection Camera,10
Lucknow,E073,Reservoir Cleaning Machine,10
Lucknow,E074,Water Purification Mobile Unit,11
Lucknow,E075,Portable Pipeline Flusher,10
Lucknow,E076,Hydraulic Pipe Cutter,9
Lucknow,E077,Portable Water Pump Unit,10
Lucknow,E078,Emergency Water Supply Vehicle,11
Lucknow,E079,Smart Water Monitoring Sensor,10
Lucknow,E080,Water Pipeline Maintenance Kit,9
Lucknow,E081,Hydraulic Excavator,6
Lucknow,E082,Mini Excavator,5
Lucknow,E083,Backhoe Loader,13
Lucknow,E084,Wheel Loader,5
Lucknow,E085,Track Mounted Excavator,11
Lucknow,E086,Road Roller,5
Lucknow,E087,Vibratory Road Roller,5
Lucknow,E088,Asphalt Paver Machine,6
Lucknow,E089,Concrete Mixer Machine,3
Lucknow,E090,Concrete Vibrator,3
Lucknow,E091,Asphalt Cutter,5
Lucknow,E092,Road Marking Machine,5
Lucknow,E093,Concrete Cutting Machine,3
Lucknow,E094,Crack Sealing Machine,5
Lucknow,E095,Tipper Truck,12
Lucknow,E096,Dump Truck,12
Lucknow,E097,Tyre Mounted Mobile Crane,3
Lucknow,E098,Portable Concrete Pump,3
Lucknow,E099,Hydraulic Breaker,9
Lucknow,E100,Road Surface Milling Machine,5
Lucknow,E101,Portable Generator for Road Work,3
Lucknow,E102,Traffic Cone Deployment Unit,4
Lucknow,E103,Road Repair Patch Machine,5
Lucknow,E104,Curb Stone Laying Machine,3
Lucknow,E105,Pavement Compactor,5
Lucknow,E106,Diesel Generator Set,11
Lucknow,E107,Portable Generator,8
Lucknow,E108,Street Light Maintenance Lift,5
Lucknow,E109,Transformer Maintenance Vehicle,11
Lucknow,E110,Electric Cable Locator,5
Lucknow,E111,Underground Fault Detector,5
Lucknow,E112,Portable Tower Light,0
Lucknow,E113,Smart Street Light Controller,5
Lucknow,E114,Electrical Maintenance Van,10
Lucknow,E115,Portable Solar Lighting Unit,0
Lucknow,E116,Mobile Repair Van,13
Lucknow,E117,Voltage Monitoring Device,9
Lucknow,E118,Underground Cable Repair Kit,4
Lucknow,E119,Portable Battery Backup Unit,7
Lucknow,E120,Smart Utility Monitoring Console,20
Lucknow,E121,Portable Toilet Unit,10
Lucknow,E122,Mobile Toilet Van,10
Lucknow,E123,Public Toilet Cleaning Machine,15
Lucknow,E124,High Pressure Washer,19
Lucknow,E125,Disinfection Sprayer Unit,10
Lucknow,E126,Fogging Machine,8
Lucknow,E127,Portable Cleaning Cart,10
Lucknow,E128,Manual Cleaning Trolley,10
Lucknow,E129,Portable Hand Wash Station,9
Lucknow,E130,Sanitary Waste Disposal Unit,3
Lucknow,E131,Portable Urinal Unit,9
Lucknow,E132,Public Washroom Maintenance Vehicle,15
Lucknow,E133,Drain Disinfection Unit,8
Lucknow,E134,Portable Steam Cleaning Machine,9
Lucknow,E135,Street Disinfection Vehicle,5
Lucknow,E136,Biohazard Disposal Container,3
Lucknow,E137,Portable Sanitation Kiosk,9
Lucknow,E138,Municipal Cleaning Utility Vehicle,19
Lucknow,E139,Fire Tender Vehicle,16
Lucknow,E140,Portable Rescue Boat,0
Lucknow,E141,Emergency Communication Van,10
Lucknow,E142,Portable Medical Response Unit,11
Lucknow,E143,Emergency Water Pump,7
Lucknow,E144,Debris Removal Loader,10
Lucknow,E145,Portable Lighting Tower,0
Lucknow,E146,Emergency Generator Unit,10
Lucknow,E147,Portable Emergency Shelter Unit,0
Lucknow,E148,Hydraulic Rescue Cutter,0
Lucknow,E149,Emergency Evacuation Vehicle,15
Lucknow,E150,Portable Public Warning System,1
Lucknow,E151,Flood Monitoring Sensor,6
Lucknow,E152,Emergency Drone Surveillance Unit,11
Lucknow,E153,Portable Life Support Kit,2
Lucknow,E154,Disaster Recovery Crane,10
Lucknow,E155,Emergency Ambulance Van,15
Lucknow,E156,Portable Command Center Unit,10
Lucknow,E157,Rapid Response Vehicle,13
Lucknow,E158,Emergency Traffic Diversion Unit,4
Lucknow,E159,Portable Search Light Unit,0
Lucknow,E160,Disaster Supply Transport Vehicle,13
Lucknow,E161,Sewage Treatment Plant Pump,9
Lucknow,E162,Portable Laboratory Testing Unit,20
Lucknow,E163,Air Quality Monitoring Station,5
Lucknow,E164,Noise Pollution Monitoring Unit,4
Lucknow,E165,Construction Debris Crusher,1
Lucknow,E166,Smart Parking Monitoring Unit,4
Lucknow,E167,Municipal Survey Drone,20
Lucknow,E168,GIS Mapping Workstation,20
Lucknow,E169,Portable Air Compressor,3
Lucknow,E170,Industrial Pollution Response Unit,0
Lucknow,E171,Smart Civic Monitoring Console,20
Lucknow,E172,Portable Municipal Command Vehicle,20
Lucknow,E173,Integrated Utility Maintenance Vehicle,20
Indore,E001,Garbage Compactor Truck,3
