municipality_code,municipality_name,state,municipality_type,population,area_sq_km,waste_generation_tons_per_day,road_length_km,annual_budget_lakhs,category_code,item_id,equipment_name,category,sub_function,equipment_type,quantity_allocated
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B4,Anti-Smog Gun (Mounted),Road Maintenance & Cleaning,Dust Control,Equipment,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B5,Pothole Repair Machine,Road Maintenance & Cleaning,Road Repair,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B6,Road Patching Vehicle (Hot Mix),Road Maintenance & Cleaning,Road Repair,Vehicle,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B7,Road Roller (Vibratory 8-10 Ton),Road Maintenance & Cleaning,Road Laying,Vehicle,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B8,Plate Compactor,Road Maintenance & Cleaning,Road Repair,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B9,Bitumen Boiler & Tar Boiler,Road Maintenance & Cleaning,Road Repair,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B10,Asphalt Paver Finisher,Road Maintenance & Cleaning,Road Laying,Vehicle,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B11,Road Marking Machine,Road Maintenance & Cleaning,Road Marking,Equipment,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B12,Thermoplastic Road Marking Machine,Road Maintenance & Cleaning,Road Marking,Equipment,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B13,Tractor with Front Blade,Road Maintenance & Cleaning,Road Clearing,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B14,Tractor with Trailer,Road Maintenance & Cleaning,Material Transport,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B15,Hydraulic Excavator (Road Cutting),Road Maintenance & Cleaning,Road Cutting,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B16,Backhoe Loader,Road Maintenance & Cleaning,Earthwork,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B17,Concrete Cutter & Road Cutting Machine,Road Maintenance & Cleaning,Road Repair,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B18,Air Compressor,Road Maintenance & Cleaning,Road Repair,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B19,Pneumatic Drill & Jackhammer,Road Maintenance & Cleaning,Road Repair,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B20,Traffic Barricades & Safety Cones,Road Maintenance & Cleaning,Traffic Management,Equipment,20
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B21,Reflective Road Studs & Delineators,Road Maintenance & Cleaning,Road Safety,Equipment,50
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B22,Speed Breaker (Rubber & Concrete),Road Maintenance & Cleaning,Road Safety,Equipment,20
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B23,Crash Barrier & Guard Rail,Road Maintenance & Cleaning,Road Safety,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B24,Gully Cleaning Machine (Roadside Drains),Road Maintenance & Cleaning,Drain Cleaning,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,B,B25,Debris & C&D Waste Tipper Truck,Road Maintenance & Cleaning,Debris Removal,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C1,Water Tanker Truck (4000 L),Water Supply,Supply Distribution,Vehicle,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C2,Water Tanker Truck (8000 L),Water Supply,Supply Distribution,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C3,Water Tanker Truck (12000 L),Water Supply,Supply Distribution,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C4,Trailer-Mounted Water Tanker,Water Supply,Supply Distribution,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C5,Submersible Pump (Borewell),Water Supply,Water Extraction,Equipment,8
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C6,Centrifugal Pump Set,Water Supply,Distribution Pumping,Equipment,14
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C7,Turbine Pump,Water Supply,Distribution Pumping,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C8,Diesel Generator for Pump Station,Water Supply,Power Backup,Equipment,9
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C9,Chlorination Equipment,Water Supply,Water Treatment,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C10,Portable Water Quality Testing Kit,Water Supply,Water Quality,Equipment,10
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C11,Residual Chlorine Meter,Water Supply,Water Quality,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C12,Turbidimeter,Water Supply,Water Quality,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C13,Pipe Laying Trencher,Water Supply,Network Maintenance,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C14,Pipe Bending & Fitting Tools,Water Supply,Network Maintenance,Equipment,11
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C15,Leak Detection Equipment (Acoustic Logger),Water Supply,Network Maintenance,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C16,Pressure Testing Equipment,Water Supply,Network Maintenance,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C17,Overhead Tank Cleaning Pressure Jet,Water Supply,Tank Maintenance,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C18,Sump Cleaning Vacuum Unit,Water Supply,Tank Maintenance,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C19,Water Meter (Domestic),Water Supply,Metering,Equipment,2072
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,C,C20,Bulk Flow Meter,Water Supply,Metering,Equipment,17
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D1,Sewer Jetting Machine (Hydro-Jet Vehicle Mounted),Sewerage & Drainage,Sewer Cleaning,Vehicle,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D2,Sewer Jetting Machine (Portable),Sewerage & Drainage,Sewer Cleaning,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D3,Suction-cum-Jetting Machine (Combo Unit),Sewerage & Drainage,Sewer Cleaning,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D4,Sewer Suction Machine & Gully Emptier,Sewerage & Drainage,Manhole & Septic Tank,Vehicle,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D5,Faecal Sludge & Septage Treatment Equipment,Sewerage & Drainage,Septage Management,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D6,Drain Desilting Machine,Sewerage & Drainage,Storm Water Drain,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D7,Manhole Cleaning Machine (Mechanical),Sewerage & Drainage,Manhole Maintenance,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D8,CCTV Drain Inspection Camera,Sewerage & Drainage,Pipeline Inspection,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D9,Pipe Relining Equipment,Sewerage & Drainage,Pipeline Repair,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D10,Sewage Treatment Plant Blower,Sewerage & Drainage,Sewage Treatment,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D11,Sewage Treatment Plant Pump,Sewerage & Drainage,Sewage Treatment,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D12,Sludge Dewatering Equipment,Sewerage & Drainage,Sewage Treatment,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D13,Mobile Toilet Van (4-Seater Bio-Toilet),Sewerage & Drainage,Sanitation,Vehicle,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D14,Mobile Toilet Van (6-Seater Bio-Toilet),Sewerage & Drainage,Sanitation,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D15,Portable Toilet Unit,Sewerage & Drainage,Sanitation,Equipment,23
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D16,Public Toilet Cleaning Equipment Set,Sewerage & Drainage,Sanitation Maintenance,Equipment,10
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D17,Pumping Station (Sewage Lifting),Sewerage & Drainage,Sewage Transport,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D18,Storm Water Drain Pump (Flood Control),Sewerage & Drainage,Flood Management,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D19,Flood Control Portable Pump,Sewerage & Drainage,Flood Management,Equipment,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D20,Safety Equipment for Manhole Entry (PPE Set),Sewerage & Drainage,Worker Safety,Equipment,19
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D21,Gas Detector (H2S and CH4),Sewerage & Drainage,Worker Safety,Equipment,11
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D22,Safety Harness & Rope Set,Sewerage & Drainage,Worker Safety,Equipment,16
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D23,Portable Ventilator (Manhole),Sewerage & Drainage,Worker Safety,Equipment,9
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D24,Safety Fences & Caution Signs,Sewerage & Drainage,Worker Safety,Equipment,22
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,D,D25,Effluent Quality Testing Kit (STP Outlet),Sewerage & Drainage,Water Quality,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E1,Thermal Fogging Machine (Vehicle-Mounted),Public Health & Pest Control,Vector Control,Vehicle,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E2,Thermal Fogging Machine (Portable),Public Health & Pest Control,Vector Control,Equipment,12
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E3,Double Barrel Thermal Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E4,Pulse Jet Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E5,ULV Cold Fogger,Public Health & Pest Control,Vector Control,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E6,Remote-Control Thermal Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E7,Mist Blower & Knapsack Sprayer,Public Health & Pest Control,Vector Control,Equipment,24
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E8,Disinfection Spray Vehicle,Public Health & Pest Control,Disinfection,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E9,Chemical Spraying Pump (Manual),Public Health & Pest Control,Disinfection,Equipment,19
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E10,Anti-Larval Spray Pump,Public Health & Pest Control,Mosquito Control,Equipment,15
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E11,Source Reduction Tools (Drain Cover Mesh),Public Health & Pest Control,Mosquito Control,Equipment,38
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E12,Rodent Control Trap & Bait Station,Public Health & Pest Control,Pest Control,Equipment,36
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E13,Dog Catching Van,Public Health & Pest Control,Animal Control,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E14,Animal Birth Control Facility Equipment,Public Health & Pest Control,Animal Control,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E15,PPE Kit for Sanitation Workers (Full Set),Public Health & Pest Control,Worker Safety,Equipment,98
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E16,Bio-Medical Waste Vehicle,Public Health & Pest Control,Biomedical Waste,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E17,Infectious Waste Container (Yellow Bag System),Public Health & Pest Control,Biomedical Waste,Equipment,60
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,E,E18,Hand-Washing Station & Portable Wash Unit,Public Health & Pest Control,Public Hygiene,Equipment,12
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F1,Hydraulic Excavator (General Purpose),Civil Construction & Earthworks,Earthmoving,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F2,Backhoe Loader (Combo Digging),Civil Construction & Earthworks,Earthmoving,Vehicle,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F3,Motor Grader,Civil Construction & Earthworks,Land Grading,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F4,Vibratory Soil Compactor,Civil Construction & Earthworks,Compaction,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F5,Walk-Behind Vibratory Compactor,Civil Construction & Earthworks,Compaction,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F6,Concrete Transit Mixer (6 CMT),Civil Construction & Earthworks,Concrete Work,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F7,Concrete Mixer (Small 0.5 CMT),Civil Construction & Earthworks,Concrete Work,Equipment,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F8,Tipper Truck (Earth & Debris),Civil Construction & Earthworks,Material Transport,Vehicle,10
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F9,Front-End Loader & Wheel Loader,Civil Construction & Earthworks,Material Handling,Vehicle,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F10,Hydraulic Platform & Sky Lift (14m),Civil Construction & Earthworks,High Reach Work,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F11,Hydraulic Platform & Sky Lift (22m),Civil Construction & Earthworks,High Reach Work,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F12,Mobile Crane (5 Ton),Civil Construction & Earthworks,Heavy Lifting,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F13,Truck-Mounted Crane (Hydraulic),Civil Construction & Earthworks,Heavy Lifting,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F14,Concrete Vibrator,Civil Construction & Earthworks,Concrete Work,Equipment,12
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F15,Scaffolding Set,Civil Construction & Earthworks,Construction Safety,Equipment,12
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F16,Welding Machine Set,Civil Construction & Earthworks,Metal Fabrication,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F17,Diesel Generator Set (62.5 KVA),Civil Construction & Earthworks,Power Backup,Equipment,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F18,Diesel Generator Set (125 KVA),Civil Construction & Earthworks,Power Backup,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F19,Survey Equipment (Total Station & Level),Civil Construction & Earthworks,Survey & Design,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,F,F20,GPS Tracking Device (Vehicle Fleet),Civil Construction & Earthworks,Fleet Management,Equipment,23
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G1,Hydraulic Cherry Picker (Street Light Repair),Street Lighting,Installation & Repair,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G2,LED Street Light Fitting (40W),Street Lighting,Lighting Infrastructure,Equipment,100
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G3,LED Street Light Fitting (80W),Street Lighting,Lighting Infrastructure,Equipment,80
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G4,LED Street Light Fitting (150W),Street Lighting,Lighting Infrastructure,Equipment,30
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G5,Solar Street Light System,Street Lighting,Lighting Infrastructure,Equipment,20
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G6,Light Pole (Galvanised Steel 6m),Street Lighting,Lighting Infrastructure,Equipment,100
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G7,Light Pole (Galvanised Steel 9m),Street Lighting,Lighting Infrastructure,Equipment,80
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G8,High Mast Light Tower (25m+),Street Lighting,Lighting Infrastructure,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G9,Mobile Light Tower (Event & Emergency),Street Lighting,Emergency Lighting,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G10,SCADA Panel for Street Light Control,Street Lighting,Smart Monitoring,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G11,Electrical Testing Equipment Set,Street Lighting,Maintenance,Equipment,12
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,G,G12,Cable Fault Detector,Street Lighting,Maintenance,Equipment,6
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H1,Tractor-Mounted Grass Mower,Parks & Horticulture,Grass Maintenance,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H2,Ride-On Lawn Mower,Parks & Horticulture,Grass Maintenance,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H3,Walk-Behind Rotary Mower,Parks & Horticulture,Grass Maintenance,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H4,Hedge Trimmer (Electric & Petrol),Parks & Horticulture,Hedge & Shrub,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H5,Chainsaw (Tree Trimming),Parks & Horticulture,Tree Management,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H6,Tree Pruner & Long-Reach Pruner,Parks & Horticulture,Tree Management,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H7,Tree Transplanting Machine,Parks & Horticulture,Tree Management,Equipment,1
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H8,Boom Sprayer (Pesticide for Trees),Parks & Horticulture,Pest Control (Trees),Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H9,Garden Water Tanker & Bowser,Parks & Horticulture,Irrigation,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H10,Drip & Sprinkler Irrigation System,Parks & Horticulture,Irrigation,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H11,Leaf Blower,Parks & Horticulture,Park Cleaning,Equipment,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H12,Leaf Vacuum,Parks & Horticulture,Park Cleaning,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H13,Soil Tiller & Rotavator,Parks & Horticulture,Soil Preparation,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H14,Compost Spreader (Garden Waste),Parks & Horticulture,Soil Enrichment,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,H,H15,Nursery Equipment Set,Parks & Horticulture,Nursery & Plantation,Equipment,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I1,Fire Engine (Type A 4500 L),Disaster Management & Emergency,Fire Fighting,Vehicle,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I2,Fire Engine (Type B 2000 L),Disaster Management & Emergency,Fire Fighting,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I3,Aerial Platform Fire Truck (Ladder 32m),Disaster Management & Emergency,Fire Fighting,Vehicle,2
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I4,Flood Rescue Boat (Inflatable),Disaster Management & Emergency,Flood Rescue,Equipment,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I5,Flood Rescue Boat (Rigid Hull),Disaster Management & Emergency,Flood Rescue,Vehicle,3
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I6,Emergency Dewatering Pump (Submersible),Disaster Management & Emergency,Flood Management,Equipment,5
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I7,Ambulance (Basic Life Support),Disaster Management & Emergency,Medical Emergency,Vehicle,7
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I8,Emergency Response Vehicle,Disaster Management & Emergency,General Emergency,Vehicle,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I9,Search & Rescue Equipment Set,Disaster Management & Emergency,Rescue Operations,Equipment,4
TN003,Madurai,Tamil Nadu,Large,1017865,148,760,540,2400,I,I10,Emergency Communication System (VHF Radio),Disaster Management & Emergency,Communication,Equipment,6
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A1,Garbage Compactor Vehicle (Rear Loader),Solid Waste Management,Primary & Secondary Collection,Vehicle,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A2,Garbage Compactor Vehicle (Side Loader),Solid Waste Management,Primary & Secondary Collection,Vehicle,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A3,Garbage Tipper Truck (3 Ton),Solid Waste Management,Primary & Secondary Collection,Vehicle,5
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A4,Garbage Tipper Truck (5 Ton),Solid Waste Management,Primary & Secondary Collection,Vehicle,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A5,Garbage Tipper Truck (7 Ton),Solid Waste Management,Primary & Secondary Collection,Vehicle,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A6,Auto Tipper (3-Wheeler),Solid Waste Management,Primary & Secondary Collection,Vehicle,17
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A7,E-Rickshaw Garbage Collection Vehicle,Solid Waste Management,Primary Collection,Vehicle,25
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A8,Push Cart (Manual Hand Cart),Solid Waste Management,Primary Collection,Equipment,39
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A9,Tricycle with Bin Attachment,Solid Waste Management,Primary Collection,Equipment,33
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A10,Thela (Flat Push Cart),Solid Waste Management,Primary Collection,Equipment,23
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A11,Hook Loader Vehicle (Roll-on Roll-off),Solid Waste Management,Secondary Collection,Vehicle,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A12,Dumper Placer Vehicle,Solid Waste Management,Secondary Collection,Vehicle,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A13,Dumper Placer Container (3 CMT),Solid Waste Management,Secondary Collection,Equipment,9
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A14,Dumper Placer Container (4.5 CMT),Solid Waste Management,Secondary Collection,Equipment,7
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A15,Dumper Placer Container (6 CMT),Solid Waste Management,Secondary Collection,Equipment,5
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A16,Dumper Placer Container (7 CMT),Solid Waste Management,Secondary Collection,Equipment,4
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A17,Wheeled Bin 1100 Litre (Bulk Waste),Solid Waste Management,Secondary Collection,Equipment,19
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A18,Segregated Bin Set (Wet/Dry/Hazardous),Solid Waste Management,Primary Collection,Equipment,57
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A19,Community Bin (240 Litre Wheeled),Solid Waste Management,Primary Collection,Equipment,64
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A20,Litter Bin (Public Space 10-30 Litre),Solid Waste Management,Public Spaces,Equipment,133
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A21,Transfer Station Compactor,Solid Waste Management,Transfer & Transportation,Equipment,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A22,Transfer Station Ramp & Platform,Solid Waste Management,Transfer & Transportation,Infrastructure,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A23,Leachate Collection Tank,Solid Waste Management,Transfer & Disposal,Equipment,2
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A24,Bulldozer (Landfill Compaction),Solid Waste Management,Landfill & Disposal,Vehicle,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A25,Landfill Compactor,Solid Waste Management,Landfill & Disposal,Vehicle,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A26,Track Excavator (Landfill),Solid Waste Management,Landfill & Disposal,Vehicle,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A27,Drum Composter,Solid Waste Management,Waste Processing,Equipment,4
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A28,Windrow Turner (Composting),Solid Waste Management,Waste Processing,Equipment,1
TN004,Tiruchirappalli,Tamil Nadu,Medium,916857,167,690,490,2000,A,A29,Baler (Dry Waste & Recyclables),Solid Waste Management,Dry Waste Collection Centre,Equipment,1
